423.18101;0;-8.19523400093283e-06;0
423.301;0.00500000000000256;-8.04267544852137e-06;0
423.41199;0.0100000000000051;-7.88595566203678e-06;-3.35902079701483e-05
423.525;0.0150000000000006;-7.72357863894052e-06;0
423.642;0.0200000000000031;-7.55842791426894e-06;0
423.769;0.0250000000000057;-7.38911681490607e-06;0
423.881;0.0300000000000011;-7.21564991827051e-06;3.35902079703568e-05
424.00201;0.0350000000000037;-7.03952978990151e-06;3.35902079703568e-05
424.11001;0.0399999999999991;-6.85638554238743e-06;3.35902079703568e-05
424.22899;0.0450000000000017;-6.67049741609275e-06;6.71804159407135e-05
424.339;0.0500000000000043;-6.48048557909592e-06;3.35902079703568e-05
424.461;0.0549999999999997;-6.28636147705637e-06;3.35902079703568e-05
424.568;0.0600000000000023;-6.08813794305837e-06;6.71804159407135e-05
424.69601;0.0650000000000048;-5.88582920080825e-06;6.71804159407135e-05
424.808;0.0700000000000003;-5.67945086726151e-06;6.71804159407135e-05
424.92699;0.0750000000000028;-5.46901995467569e-06;0.00010077062391107
425.04101;0.0800000000000054;-5.25605149706348e-06;0.00010077062391107
425.16199;0.0850000000000009;-5.03768372900737e-06;6.71804159407135e-05
425.283;0.0900000000000034;-4.81532783918036e-06;0.00010077062391107
425.385;0.095000000000006;-4.58900651833318e-06;6.71804159407135e-05
425.50001;0.100000000000001;-4.35874385223338e-06;3.35902079703568e-05
425.62301;0.105000000000004;-4.12606194507024e-06;0
425.739;0.109999999999999;-3.88960272018653e-06;0
425.85799;0.115000000000002;-3.64790284844718e-06;-3.35902079701483e-05
425.977;0.120000000000005;-3.40238204635455e-06;-6.71804159405051e-05
426.09701;0.125;-3.15456813913755e-06;-6.71804159405051e-05
426.214;0.130000000000003;-2.90310875278248e-06;-0.000100917306041783
426.33201;0.135000000000005;-2.64804940023385e-06;-0.000100917306041783
426.43999;0.140000000000001;-2.38792130055541e-06;-0.000100917306041783
426.557;0.145000000000003;-2.12415733946753e-06;-0.00013450751401214
426.67499;0.150000000000006;-1.85829894207147e-06;-0.00013450751401214
426.801;0.155000000000001;-1.58749155171385e-06;-0.000168097721982497
426.90101;0.160000000000004;-1.31317214630917e-06;-0.000168097721982497
427.033;0.164999999999999;-1.03687967975134e-06;-0.000168097721982497
427.143;0.170000000000002;-7.55776213115391e-07;-0.000201687929952645
427.262;0.175000000000004;-4.71296657229748e-07;-0.000201687929952645
427.374;0.18;-1.84983934689075e-07;-0.000235278137923002
427.48701;0.185000000000002;1.05995960237074e-07;-0.000235278137923002
427.602;0.190000000000005;4.00204220910641e-07;-0.00026901502802428
427.72201;0.195;6.96094068181297e-07;-0.00026901502802428
427.835;0.200000000000003;9.9499906735869e-07;-0.000302605235994637
427.954;0.205000000000005;1.29835821144584e-06;-0.000302605235994637
428.08201;0.210000000000001;1.60472763459805e-06;-0.000302605235994637
428.17699;0.215000000000003;1.91255556057382e-06;-0.000336195443964993
428.296;0.220000000000006;2.22167399722683e-06;-0.000369785651935142
428.422;0.225000000000001;2.53490201931952e-06;-0.000369785651935142
428.53901;0.230000000000004;2.85228255331037e-06;-0.000403375859905499
428.659;0.234999999999999;3.17086902676923e-06;-0.000369785651935142
428.766;0.240000000000002;3.49198524819516e-06;-0.000403375859905499
428.872;0.245000000000005;3.81555744097492e-06;-0.000436966067875855
429.00899;0.25;4.14002665279069e-06;-0.000436966067875855
429.11201;0.255000000000003;4.46821148243129e-06;-0.000470702957977133
429.223;0.260000000000005;4.79864530019293e-06;-0.000436966067875855
429.34701;0.265000000000001;5.12975975131139e-06;-0.000470702957977133
429.463;0.270000000000003;5.46436363902766e-06;-0.000470702957977133
429.57799;0.275000000000006;5.80099319629471e-06;-0.00050429316594749
429.7;0.280000000000001;6.13807693804999e-06;-0.000470702957977133
429.814;0.285000000000004;6.47691745513512e-06;-0.00050429316594749
429.921;0.289999999999999;6.8189356287283e-06;-0.000470702957977133
430.045;0.295000000000002;7.16267023863658e-06;-0.00050429316594749
430.156;0.300000000000004;7.50653987482915e-06;-0.000470702957977133
430.28499;0.305;7.85334654740212e-06;-0.000436966067875855
430.391;0.310000000000002;8.20161989321905e-06;-0.000436966067875855
430.50899;0.315000000000005;8.54978203245729e-06;-0.000403375859905499
430.628;0.32;8.89763274175526e-06;-0.000403375859905499
430.742;0.325000000000003;9.24647524490474e-06;-0.000369785651935142
430.852;0.330000000000005;9.59771909117772e-06;-0.000336195443964993
430.969;0.335000000000001;9.94838221326811e-06;-0.000369785651935142
431.08401;0.340000000000003;1.02997528342742e-05;-0.000336195443964993
431.20499;0.345000000000006;1.06532377271588e-05;-0.000336195443964993
431.318;0.350000000000001;1.10073618313945e-05;-0.000302605235994637
431.439;0.355000000000004;1.13620267978244e-05;-0.000302605235994637
431.551;0.359999999999999;1.17171397848915e-05;-0.00026901502802428
431.667;0.365000000000002;1.20726074268233e-05;-0.00026901502802428
431.77601;0.370000000000005;1.24283293362621e-05;-0.000235278137923002
431.893;0.375;1.2784217261644e-05;-0.000235278137923002
432.01501;0.380000000000003;1.31431762586557e-05;-0.000201687929952645
432.135;0.385000000000005;1.35023352862579e-05;-0.000235278137923002
432.24599;0.390000000000001;1.38586157620754e-05;-0.000201687929952645
432.361;0.395000000000003;1.42161987613966e-05;-0.000201687929952645
432.48299;0.400000000000006;1.45751003700913e-05;-0.000201687929952645
432.59;0.405000000000001;1.49338448723071e-05;-0.000168097721982497
432.712;0.410000000000004;1.5290849827211e-05;-0.000201687929952645
432.82799;0.414999999999999;1.56474144102507e-05;-0.000168097721982497
432.941;0.420000000000002;1.60049445202246e-05;-0.000168097721982497
433.066;0.425000000000004;1.63619645161117e-05;-0.000201687929952645
433.17699;0.43;1.67168921884135e-05;-0.000201687929952645
433.28901;0.435000000000002;1.70725237259971e-05;-0.000201687929952645
433.40999;0.440000000000005;1.74273840016145e-05;-0.000168097721982497
433.518;0.445;1.77783948124387e-05;-0.000201687929952645
433.63801;0.450000000000003;1.81297380442038e-05;-0.000201687929952645
433.75699;0.455000000000005;1.84814310257291e-05;-0.000201687929952645
433.86001;0.460000000000001;1.88304965575581e-05;-0.000201687929952645
433.99599;0.465000000000003;1.91767453057563e-05;-0.000201687929952645
434.103;0.470000000000006;1.95244737203961e-05;-0.000201687929952645
434.221;0.475000000000001;1.98708129704897e-05;-0.000201687929952645
434.338;0.480000000000004;2.02126873956522e-05;-0.000201687929952645
434.445;0.484999999999999;2.05527850821361e-05;-0.000201687929952645
434.559;0.490000000000002;2.08925114145219e-05;-0.000201687929952645
434.67499;0.495000000000005;2.1230390708632e-05;-0.000201687929952645
434.78499;0.5;2.15648346494011e-05;-0.000201687929952645
434.911;0.505000000000003;2.18986463783357e-05;-0.000201687929952645
435.029;0.510000000000005;2.22303586631264e-05;-0.000201687929952645
435.144;0.515000000000001;2.25598823403279e-05;-0.000201687929952645
435.262;0.520000000000003;2.28886317397673e-05;-0.000201687929952645
435.372;0.525000000000006;2.32136438331504e-05;-0.000168097721982497
435.49;0.530000000000001;2.35347314021952e-05;-0.000201687929952645
435.601;0.535000000000004;2.38546964486657e-05;-0.000201687929952645
435.721;0.539999999999999;2.41735669994044e-05;-0.000168097721982497
435.833;0.545000000000002;2.44898804000619e-05;-0.000168097721982497
435.95499;0.550000000000004;2.48020683912462e-05;-0.000168097721982497
436.06299;0.555;2.51129420736232e-05;-0.000168097721982497
436.184;0.560000000000002;2.54225388161975e-05;-0.000168097721982497
436.30601;0.565000000000005;2.57279089220352e-05;-0.00013450751401214
436.41401;0.57;2.60288788982898e-05;-0.00013450751401214
436.523;0.575000000000003;2.63282648617684e-05;-0.00013450751401214
