#EXPORTTYPE:DATA ALL
#FILE:50wt05hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:50wt05hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:17.03.2021 08:56
#CORR. FILE:correction 5kmin.ngb-bs3
#TEMPCAL:2021 CAL T 5KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 5KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:50wt05hr
#SAMPLE MASS /mg:10.2436
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:140.3919
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/5,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/5,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 26.49500;  0.00000;       0.20061;100.00000;80.00000;20.00000;0.92147;1
 26.51800;  0.05000;       0.20716; 99.96778;80.00000;20.00000;0.92145;1
 26.53500;  0.10000;       0.21662; 99.94143;80.00000;20.00000;0.92144;1
 26.56000;  0.15000;       0.22277; 99.92190;80.00000;20.00000;0.92142;1
 26.57100;  0.20000;       0.23021; 99.88773;80.00000;20.00000;0.92141;1
 26.59000;  0.25000;       0.23579; 99.85552;80.00000;20.00000;0.92140;1
 26.59800;  0.30000;       0.24153; 99.83502;80.00000;20.00000;0.92139;1
 26.62100;  0.35000;       0.24614; 99.79988;80.00000;20.00000;0.92137;1
 26.63800;  0.40000;       0.24881; 99.78133;80.00000;20.00000;0.92136;1
 26.65800;  0.45000;       0.25286; 99.74521;80.00000;20.00000;0.92135;1
 26.66100;  0.50000;       0.25666; 99.70030;80.00000;20.00000;0.92134;1
 26.67200;  0.55000;       0.25747; 99.68273;80.00000;20.00000;0.92134;1
 26.68100;  0.60000;       0.25917; 99.65247;80.00000;20.00000;0.92133;1
 26.69200;  0.65000;       0.26039; 99.62416;80.00000;20.00000;0.92132;1
 26.70800;  0.70000;       0.25990; 99.58608;80.00000;20.00000;0.92131;1
 26.71100;  0.75000;       0.26007; 99.54411;80.00000;20.00000;0.92131;1
 26.74200;  0.80000;       0.25999; 99.52360;80.00000;20.00000;0.92129;1
 26.74400;  0.85000;       0.25926; 99.49725;80.00000;20.00000;0.92128;1
 26.74700;  0.90000;       0.25886; 99.46308;80.00000;20.00000;0.92128;1
 26.74800;  0.95000;       0.25660; 99.43184;80.00000;20.00000;0.92128;1
 26.77200;  1.00000;       0.25579; 99.40060;80.00000;20.00000;0.92126;1
 26.75500;  1.05000;       0.25377; 99.38498;80.00000;20.00000;0.92128;1
 26.77500;  1.10000;       0.25191; 99.35081;80.00000;20.00000;0.92126;1
 26.79200;  1.15000;       0.24982; 99.31469;80.00000;20.00000;0.92125;1
 26.81200;  1.20000;       0.24844; 99.27955;80.00000;20.00000;0.92124;1
 26.81600;  1.25000;       0.24562; 99.25710;80.00000;20.00000;0.92123;1
 26.82100;  1.30000;       0.24327; 99.22000;80.00000;20.00000;0.92123;1
 26.83000;  1.35000;       0.24230; 99.19755;80.00000;20.00000;0.92122;1
 26.83600;  1.40000;       0.23988; 99.15948;80.00000;20.00000;0.92122;1
 26.82700;  1.45000;       0.23786; 99.12336;80.00000;20.00000;0.92122;1
 26.85300;  1.50000;       0.23633; 99.09895;80.00000;20.00000;0.92121;1
 26.86200;  1.55000;       0.23358; 99.07064;80.00000;20.00000;0.92120;1
 26.87000;  1.60000;       0.23115; 99.04526;80.00000;20.00000;0.92119;1
 26.85900;  1.65000;       0.22945; 99.01792;80.00000;20.00000;0.92120;1
 26.86600;  1.70000;       0.22671; 98.99645;80.00000;20.00000;0.92120;1
 26.87100;  1.75000;       0.22420; 98.97009;80.00000;20.00000;0.92119;1
 26.87500;  1.80000;       0.22242; 98.95252;80.00000;20.00000;0.92119;1
 26.87800;  1.85000;       0.22008; 98.93787;80.00000;20.00000;0.92119;1
 26.88800;  1.90000;       0.21798; 98.91249;80.00000;20.00000;0.92118;1
 26.89700;  1.95000;       0.21604; 98.89492;80.00000;20.00000;0.92117;1
 26.89200;  2.00000;       0.21313; 98.86563;80.00000;20.00000;0.92118;1
 26.88700;  2.05000;       0.21167; 98.83342;80.00000;20.00000;0.92118;1
 26.90400;  2.10000;       0.21070; 98.80608;80.00000;20.00000;0.92117;1
 26.89100;  2.15000;       0.20779; 98.77680;80.00000;20.00000;0.92118;1
 26.89900;  2.20000;       0.20488; 98.74458;80.00000;20.00000;0.92117;1
 26.90100;  2.25000;       0.20383; 98.70944;80.00000;20.00000;0.92117;1
 26.91200;  2.30000;       0.20125; 98.69187;80.00000;20.00000;0.92116;1
 26.92400;  2.35000;       0.20003; 98.68406;80.00000;20.00000;0.92115;1
 26.91300;  2.40000;       0.19753; 98.65575;80.00000;20.00000;0.92116;1
 26.91200;  2.45000;       0.19607; 98.62744;80.00000;20.00000;0.92116;1
 26.92800;  2.50000;       0.19405; 98.61182;80.00000;20.00000;0.92115;1
 26.93000;  2.55000;       0.19260; 98.58448;80.00000;20.00000;0.92115;1
 26.91900;  2.60000;       0.18977; 98.56301;80.00000;20.00000;0.92116;1
 26.91500;  2.65000;       0.18871; 98.53079;80.00000;20.00000;0.92116;1
 26.91300;  2.70000;       0.18702; 98.52200;80.00000;20.00000;0.92116;1
 26.92300;  2.75000;       0.18556; 98.49662;80.00000;20.00000;0.92115;1
 26.93700;  2.80000;       0.18346; 98.47807;80.00000;20.00000;0.92114;1
 26.93100;  2.85000;       0.18192; 98.46343;80.00000;20.00000;0.92115;1
 26.94500;  2.90000;       0.18063; 98.43219;80.00000;20.00000;0.92114;1
 26.92100;  2.95000;       0.17820; 98.40388;80.00000;20.00000;0.92116;1
 26.94500;  3.00000;       0.17627; 98.38045;80.00000;20.00000;0.92114;1
 26.93300;  3.05000;       0.17505; 98.35019;80.00000;20.00000;0.92115;1
 26.94900;  3.10000;       0.17328; 98.33555;80.00000;20.00000;0.92114;1
 26.93100;  3.15000;       0.17206; 98.30821;80.00000;20.00000;0.92115;1
 26.92600;  3.20000;       0.17020; 98.27600;80.00000;20.00000;0.92115;1
 26.93100;  3.25000;       0.16810; 98.25647;80.00000;20.00000;0.92115;1
 26.94200;  3.30000;       0.16705; 98.24085;80.00000;20.00000;0.92114;1
 26.94100;  3.35000;       0.16559; 98.22230;80.00000;20.00000;0.92114;1
 26.94300;  3.40000;       0.16398; 98.21352;80.00000;20.00000;0.92114;1
 26.95200;  3.45000;       0.16252; 98.19107;80.00000;20.00000;0.92113;1
 26.92900;  3.50000;       0.16114; 98.17252;80.00000;20.00000;0.92115;1
 26.94000;  3.55000;       0.16009; 98.16764;80.00000;20.00000;0.92114;1
 26.93000;  3.60000;       0.15823; 98.16276;80.00000;20.00000;0.92115;1
 26.93500;  3.65000;       0.15710; 98.14811;80.00000;20.00000;0.92115;1
 26.93500;  3.70000;       0.15532; 98.13054;80.00000;20.00000;0.92115;1
 26.93800;  3.75000;       0.15468; 98.11102;80.00000;20.00000;0.92114;1
 26.92000;  3.80000;       0.15241; 98.08759;80.00000;20.00000;0.92116;1
 26.90900;  3.85000;       0.15144; 98.06611;80.00000;20.00000;0.92116;1
 26.90800;  3.90000;       0.15039; 98.04366;80.00000;20.00000;0.92117;1
 26.91500;  3.95000;       0.14926; 98.02316;80.00000;20.00000;0.92116;1
 26.90000;  4.00000;       0.14651; 98.00461;80.00000;20.00000;0.92117;1
 26.91100;  4.05000;       0.14618; 97.98313;80.00000;20.00000;0.92116;1
 26.91000;  4.10000;       0.14497; 97.96361;80.00000;20.00000;0.92116;1
 26.91200;  4.15000;       0.14368; 97.94603;80.00000;20.00000;0.92116;1
 26.90400;  4.20000;       0.14238; 97.92846;80.00000;20.00000;0.92117;1
 26.89700;  4.25000;       0.14109; 97.90601;80.00000;20.00000;0.92117;1
 26.88900;  4.30000;       0.13987; 97.89039;80.00000;20.00000;0.92118;1
 26.88800;  4.35000;       0.13915; 97.87672;80.00000;20.00000;0.92118;1
 26.90100;  4.40000;       0.13753; 97.85720;80.00000;20.00000;0.92117;1
 26.89100;  4.45000;       0.13608; 97.83182;80.00000;20.00000;0.92118;1
 26.87200;  4.50000;       0.13559; 97.81717;80.00000;20.00000;0.92119;1
 26.86700;  4.55000;       0.13397; 97.79667;80.00000;20.00000;0.92119;1
 26.87600;  4.60000;       0.13260; 97.77422;80.00000;20.00000;0.92119;1
 26.86000;  4.65000;       0.13203; 97.75665;80.00000;20.00000;0.92120;1
 26.86800;  4.70000;       0.13074; 97.73029;80.00000;20.00000;0.92119;1
 26.86300;  4.75000;       0.12920; 97.71662;80.00000;20.00000;0.92120;1
 26.86200;  4.80000;       0.12871; 97.70588;80.00000;20.00000;0.92120;1
 26.85300;  4.85000;       0.12661; 97.68734;80.00000;20.00000;0.92121;1
 26.84200;  4.90000;       0.12580; 97.67074;80.00000;20.00000;0.92121;1
 26.83200;  4.95000;       0.12515; 97.65317;80.00000;20.00000;0.92122;1
 26.83600;  5.00000;       0.12491; 97.62779;80.00000;20.00000;0.92122;1
 26.82400;  5.05000;       0.12305; 97.61998;80.00000;20.00000;0.92123;1
 26.82100;  5.10000;       0.12216; 97.60436;80.00000;20.00000;0.92123;1
 26.82200;  5.15000;       0.12111; 97.59264;80.00000;20.00000;0.92123;1
 26.81900;  5.20000;       0.11982; 97.58190;80.00000;20.00000;0.92123;1
 26.80900;  5.25000;       0.11901; 97.57117;80.00000;20.00000;0.92124;1
 26.81300;  5.30000;       0.11788; 97.56140;80.00000;20.00000;0.92123;1
 26.80700;  5.35000;       0.11707; 97.53993;80.00000;20.00000;0.92124;1
 26.80600;  5.40000;       0.11593; 97.53602;80.00000;20.00000;0.92124;1
 26.79400;  5.45000;       0.11448; 97.52431;80.00000;20.00000;0.92125;1
 26.79200;  5.50000;       0.11383; 97.50771;80.00000;20.00000;0.92125;1
