#EXPORTTYPE:DATA ALL
#FILE:0wt20hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:0wt20hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:18.03.2021 19:25
#CORR. FILE:correction 20kmin.ngb-bs3
#TEMPCAL:2021 CAL T 20KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 20KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:0wt20hr
#SAMPLE MASS /mg:10.8195
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:138.9325
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/20,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/20,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 24.34400; 0.00000;       0.25907;100.00000;80.00000;20.00000;0.80457;1
 24.37300; 0.05000;       0.26556; 99.96580;80.00000;20.00000;0.80457;1
 24.40500; 0.10000;       0.27170; 99.93160;80.00000;20.00000;0.80456;1
 24.44300; 0.15000;       0.27643; 99.90203;80.00000;20.00000;0.80456;1
 24.48000; 0.20000;       0.28055; 99.86968;80.00000;20.00000;0.80455;1
 24.50000; 0.25000;       0.28564; 99.83826;80.00000;20.00000;0.80454;1
 24.53600; 0.30000;       0.28950; 99.80313;80.00000;20.00000;0.80454;1
 24.55900; 0.35000;       0.29283; 99.75877;80.00000;20.00000;0.80453;1
 24.58500; 0.40000;       0.29590; 99.73659;80.00000;20.00000;0.80453;1
 24.61600; 0.45000;       0.29897; 99.69592;80.00000;20.00000;0.80452;1
 24.62700; 0.50000;       0.29985; 99.64786;80.00000;20.00000;0.80452;1
 24.65000; 0.55000;       0.30134; 99.61736;80.00000;20.00000;0.80452;1
 24.67300; 0.60000;       0.30125; 99.57946;80.00000;20.00000;0.80451;1
 24.70200; 0.65000;       0.30257; 99.53233;80.00000;20.00000;0.80451;1
 24.71700; 0.70000;       0.30222; 99.50645;80.00000;20.00000;0.80450;1
 24.73500; 0.75000;       0.30231; 99.47040;80.00000;20.00000;0.80450;1
 24.75200; 0.80000;       0.30187; 99.42788;80.00000;20.00000;0.80450;1
 24.77300; 0.85000;       0.30082; 99.41217;80.00000;20.00000;0.80449;1
 24.79100; 0.90000;       0.30038; 99.37428;80.00000;20.00000;0.80449;1
 24.80000; 0.95000;       0.29881; 99.34008;80.00000;20.00000;0.80449;1
 24.81100; 1.00000;       0.29723; 99.30496;80.00000;20.00000;0.80449;1
 24.81200; 1.05000;       0.29592; 99.27446;80.00000;20.00000;0.80449;1
 24.83500; 1.10000;       0.29460; 99.24488;80.00000;20.00000;0.80448;1
 24.84900; 1.15000;       0.29241; 99.20421;80.00000;20.00000;0.80448;1
 24.87300; 1.20000;       0.29057; 99.17187;80.00000;20.00000;0.80447;1
 24.89700; 1.25000;       0.28908; 99.13674;80.00000;20.00000;0.80447;1
 24.90200; 1.30000;       0.28716; 99.11456;80.00000;20.00000;0.80447;1
 24.91300; 1.35000;       0.28610; 99.09053;80.00000;20.00000;0.80447;1
 24.92300; 1.40000;       0.28409; 99.05541;80.00000;20.00000;0.80446;1
 24.95100; 1.45000;       0.28225; 99.02583;80.00000;20.00000;0.80446;1
 24.96500; 1.50000;       0.28024; 98.99164;80.00000;20.00000;0.80446;1
 24.98600; 1.55000;       0.27822; 98.96483;80.00000;20.00000;0.80445;1
 24.96400; 1.60000;       0.27673; 98.93710;80.00000;20.00000;0.80446;1
 24.98600; 1.65000;       0.27393; 98.90383;80.00000;20.00000;0.80445;1
 24.98400; 1.70000;       0.27270; 98.86779;80.00000;20.00000;0.80445;1
 24.99200; 1.75000;       0.27103; 98.83451;80.00000;20.00000;0.80445;1
 25.00700; 1.80000;       0.26937; 98.80678;80.00000;20.00000;0.80445;1
 25.00700; 1.85000;       0.26735; 98.78090;80.00000;20.00000;0.80445;1
 25.04000; 1.90000;       0.26481; 98.75318;80.00000;20.00000;0.80444;1
 25.03400; 1.95000;       0.26367; 98.71806;80.00000;20.00000;0.80444;1
 25.03600; 2.00000;       0.26210; 98.70234;80.00000;20.00000;0.80444;1
 25.04000; 2.05000;       0.26008; 98.67646;80.00000;20.00000;0.80444;1
 25.03100; 2.10000;       0.25833; 98.64596;80.00000;20.00000;0.80444;1
 25.05400; 2.15000;       0.25649; 98.62101;80.00000;20.00000;0.80444;1
 25.07000; 2.20000;       0.25508; 98.58219;80.00000;20.00000;0.80444;1
 25.04700; 2.25000;       0.25289; 98.56093;80.00000;20.00000;0.80444;1
 25.05500; 2.30000;       0.25088; 98.53228;80.00000;20.00000;0.80444;1
 25.07500; 2.35000;       0.24974; 98.50085;80.00000;20.00000;0.80444;1
