#EXPORTTYPE:DATA ALL
#FILE:25wt20hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:25wt20hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:17.03.2021 06:31
#CORR. FILE:correction 20kmin.ngb-bs3
#TEMPCAL:2021 CAL T 20KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 20KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:25wt20hr
#SAMPLE MASS /mg:10.6245
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:140.5550
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/20,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/20,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 26.63100; 0.00000;       0.27487;100.00000;80.00000;20.00000;0.80414;1
 26.65100; 0.05000;       0.28558; 99.97929;80.00000;20.00000;0.80413;1
 26.65900; 0.10000;       0.29523; 99.95106;80.00000;20.00000;0.80413;1
 26.68400; 0.15000;       0.30514; 99.91058;80.00000;20.00000;0.80413;1
 26.69200; 0.20000;       0.31282; 99.87011;80.00000;20.00000;0.80413;1
 26.69300; 0.25000;       0.32122; 99.82023;80.00000;20.00000;0.80413;1
 26.70200; 0.30000;       0.32881; 99.77693;80.00000;20.00000;0.80412;1
 26.72500; 0.35000;       0.33345; 99.73928;80.00000;20.00000;0.80412;1
 26.73000; 0.40000;       0.33926; 99.71763;80.00000;20.00000;0.80412;1
 26.76200; 0.45000;       0.34480; 99.66775;80.00000;20.00000;0.80411;1
 26.76000; 0.50000;       0.34757; 99.62916;80.00000;20.00000;0.80411;1
 26.76000; 0.55000;       0.34980; 99.56327;80.00000;20.00000;0.80411;1
 26.75800; 0.60000;       0.35096; 99.49080;80.00000;20.00000;0.80411;1
 26.76600; 0.65000;       0.35301; 99.45597;80.00000;20.00000;0.80411;1
 26.77400; 0.70000;       0.35400; 99.42303;80.00000;20.00000;0.80411;1
 26.78700; 0.75000;       0.35409; 99.38444;80.00000;20.00000;0.80411;1
 26.79600; 0.80000;       0.35391; 99.34962;80.00000;20.00000;0.80411;1
