#EXPORTTYPE:DATA ALL
#FILE:0wt15hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:0wt15hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:18.03.2021 16:53
#CORR. FILE:correction 15kmin.ngb-bs3
#TEMPCAL:2021 CAL T 15KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 15KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:0wt15hr
#SAMPLE MASS /mg:10.5555
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:138.7380
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/15,0(K/min)/800°C
#SEGMENT:S2/2
#SEG. 2:25°C/15,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
 25.00500;30.23750; 2.891885e-002;93.68576;80.00000;20.00000;0.83479
 25.01400;30.24417; 2.848597e-002;93.68481;80.00000;20.00000;0.83479
 25.00100;30.25083; 2.917846e-002;93.68576;80.00000;20.00000;0.83479
 25.01800;30.25750; 2.822625e-002;93.68291;80.00000;20.00000;0.83479
 25.02700;30.26417; 2.848613e-002;93.67155;80.00000;20.00000;0.83478
 25.02000;30.27083; 2.839936e-002;93.67628;80.00000;20.00000;0.83479
 25.01300;30.27750; 2.891885e-002;93.68576;80.00000;20.00000;0.83479
 25.03400;30.28417; 2.753375e-002;93.63933;80.00000;20.00000;0.83478
 25.03100;30.29083; 2.753375e-002;93.63933;80.00000;20.00000;0.83478
 25.03600;30.29750; 2.762036e-002;93.63270;80.00000;20.00000;0.83478
 25.04200;30.30417; 2.762043e-002;93.63081;80.00000;20.00000;0.83478
 25.04000;30.31083; 2.762043e-002;93.63081;80.00000;20.00000;0.83478
 25.05700;30.31750; 2.744743e-002;93.62512;80.00000;20.00000;0.83477
 25.04800;30.32417; 2.753382e-002;93.62702;80.00000;20.00000;0.83478
 25.06400;30.33083; 2.796702e-002;93.62133;80.00000;20.00000;0.83477
 25.04700;30.33750; 2.753382e-002;93.62702;80.00000;20.00000;0.83478
 25.06800;30.34417; 2.701462e-002;93.61849;80.00000;20.00000;0.83477
 25.06600;30.35083; 2.701462e-002;93.61849;80.00000;20.00000;0.83477
 25.06800;30.35750; 2.701462e-002;93.61849;80.00000;20.00000;0.83477
 25.07300;30.36417; 2.658175e-002;93.61376;80.00000;20.00000;0.83477
 25.06100;30.37083; 2.796702e-002;93.62133;80.00000;20.00000;0.83477
 25.08300;30.37750; 2.614893e-002;93.61186;80.00000;20.00000;0.83477
 25.07400;30.38417; 2.614893e-002;93.61186;80.00000;20.00000;0.83477
 25.08800;30.39083; 2.597581e-002;93.61091;80.00000;20.00000;0.83476
 25.09200;30.39750; 2.597585e-002;93.61091;80.00000;20.00000;0.83476
 25.10200;30.40417; 2.597596e-002;93.61186;80.00000;20.00000;0.83476
 25.12300;30.41083; 2.597618e-002;93.61376;80.00000;20.00000;0.83475
 25.10900;30.41750; 2.597596e-002;93.61186;80.00000;20.00000;0.83476
 25.09800;30.42417; 2.597596e-002;93.61186;80.00000;20.00000;0.83476
 25.11500;30.43083; 2.597618e-002;93.61376;80.00000;20.00000;0.83475
 25.12900;30.43750; 2.493720e-002;93.61470;80.00000;20.00000;0.83475
 25.14100;30.44417; 2.476414e-002;93.61376;80.00000;20.00000;0.83475
 25.14000;30.45083; 2.476414e-002;93.61376;80.00000;20.00000;0.83475
 25.14800;30.45750; 2.407151e-002;93.61186;80.00000;20.00000;0.83474
 25.16900;30.46417; 2.381195e-002;93.61186;80.00000;20.00000;0.83474
 25.16100;30.47083; 2.381195e-002;93.61186;80.00000;20.00000;0.83474
 25.17000;30.47750; 2.389855e-002;93.60902;80.00000;20.00000;0.83474
 25.18400;30.48417; 2.363892e-002;93.60902;80.00000;20.00000;0.83473
 25.19500;30.49083; 2.329266e-002;93.60807;80.00000;20.00000;0.83473
 25.20100;30.49750; 2.285977e-002;93.60807;80.00000;20.00000;0.83473
 25.21300;30.50417; 2.285988e-002;93.60902;80.00000;20.00000;0.83472
 25.21800;30.51083; 2.311970e-002;93.60712;80.00000;20.00000;0.83472
 25.21600;30.51750; 2.311970e-002;93.60712;80.00000;20.00000;0.83472
 25.23000;30.52417; 2.216732e-002;93.60239;80.00000;20.00000;0.83472
 25.24200;30.53083; 2.199424e-002;93.59481;80.00000;20.00000;0.83471
 25.27300;30.53750; 2.078222e-002;93.59007;80.00000;20.00000;0.83470
 25.26400;30.54417; 2.078222e-002;93.59007;80.00000;20.00000;0.83470
 25.27300;30.55083; 2.078222e-002;93.59007;80.00000;20.00000;0.83470
 25.30000;30.55750; 2.112882e-002;93.59102;80.00000;20.00000;0.83469
 25.31700;30.56417; 2.078260e-002;93.59197;80.00000;20.00000;0.83469
 25.33400;30.57083; 2.008998e-002;93.59765;80.00000;20.00000;0.83468
 25.33400;30.57750; 2.008998e-002;93.59765;80.00000;20.00000;0.83468
 25.35500;30.58417; 1.974377e-002;93.59955;80.00000;20.00000;0.83467
 25.35900;30.59083; 1.939742e-002;93.60049;80.00000;20.00000;0.83467
 25.37400;30.59750; 1.887797e-002;93.60428;80.00000;20.00000;0.83467
 25.39800;30.60417; 1.870496e-002;93.60333;80.00000;20.00000;0.83466
 25.41700;30.61083; 1.870510e-002;93.59860;80.00000;20.00000;0.83465
 25.41800;30.61750; 1.818552e-002;93.59576;80.00000;20.00000;0.83465
 25.43200;30.62417; 1.775264e-002;93.59765;80.00000;20.00000;0.83465
 25.46400;30.63083; 1.731987e-002;93.60144;80.00000;20.00000;0.83464
 25.45400;30.63750; 1.731987e-002;93.60144;80.00000;20.00000;0.83464
 25.48000;30.64417; 1.662719e-002;93.59860;80.00000;20.00000;0.83463
 25.48400;30.65083; 1.610761e-002;93.59765;80.00000;20.00000;0.83463
 25.51400;30.65750; 1.567481e-002;93.59481;80.00000;20.00000;0.83462
 25.52200;30.66417; 1.541505e-002;93.59481;80.00000;20.00000;0.83462
 25.54000;30.67083; 1.515536e-002;93.59670;80.00000;20.00000;0.83461
 25.54900;30.67750; 1.420279e-002;93.59291;80.00000;20.00000;0.83461
 25.57700;30.68417; 1.333692e-002;93.58912;80.00000;20.00000;0.83460
 25.60100;30.69083; 1.325045e-002;93.58818;80.00000;20.00000;0.83459
 25.61800;30.69750; 1.299072e-002;93.59670;80.00000;20.00000;0.83458
 25.63200;30.70417; 1.264438e-002;93.59765;80.00000;20.00000;0.83458
 25.66100;30.71083; 1.229810e-002;93.59291;80.00000;20.00000;0.83457
 25.66400;30.71750; 1.091242e-002;93.58912;80.00000;20.00000;0.83457
 25.69600;30.72417; 1.056613e-002;93.59291;80.00000;20.00000;0.83456
 25.72800;30.73083; 1.021983e-002;93.59291;80.00000;20.00000;0.83454
 25.73300;30.73750; 1.004663e-002;93.58912;80.00000;20.00000;0.83454
 25.75700;30.74417; 9.267246e-003;93.57586;80.00000;20.00000;0.83453
 25.77800;30.75083; 8.747663e-003;93.58060;80.00000;20.00000;0.83453
 25.80300;30.75750; 9.007587e-003;93.59765;80.00000;20.00000;0.83452
 25.83200;30.76417; 8.834470e-003;93.59481;80.00000;20.00000;0.83451
 25.86200;30.77083; 8.921191e-003;93.58439;80.00000;20.00000;0.83450
 25.88400;30.77750; 8.748044e-003;93.57397;80.00000;20.00000;0.83449
 25.91600;30.78417; 7.968620e-003;93.57776;80.00000;20.00000;0.83448
 25.93400;30.79083; 6.669436e-003;93.58344;80.00000;20.00000;0.83447
 25.96200;30.79750; 5.716726e-003;93.59291;80.00000;20.00000;0.83446
 25.98900;30.80417; 5.630171e-003;93.58439;80.00000;20.00000;0.83446
 26.01500;30.81083; 5.197136e-003;93.56639;80.00000;20.00000;0.83445
 26.04700;30.81750; 4.244384e-003;93.57112;80.00000;20.00000;0.83444
 26.05900;30.82417; 3.464821e-003;93.57018;80.00000;20.00000;0.83443
 26.11200;30.83083; 3.118407e-003;93.56923;80.00000;20.00000;0.83441
 26.12000;30.83750; 2.252191e-003;93.57112;80.00000;20.00000;0.83441
 26.14700;30.84417; 1.732472e-003;93.55597;80.00000;20.00000;0.83440
 26.16700;30.85083; 7.796189e-004;93.57112;80.00000;20.00000;0.83439
 26.20500;30.85750; 2.598770e-004;93.57397;80.00000;20.00000;0.83438
 26.23400;30.86417;-6.930136e-004;93.55786;80.00000;20.00000;0.83437
 26.27700;30.87083;-1.126167e-003;93.56828;80.00000;20.00000;0.83436
 26.31500;30.87750;-1.819221e-003;93.57018;80.00000;20.00000;0.83434
 26.32900;30.88417;-2.165752e-003;93.56070;80.00000;20.00000;0.83434
 26.35900;30.89083;-2.945459e-003;93.55786;80.00000;20.00000;0.83433
 26.38800;30.89750;-4.071715e-003;93.56544;80.00000;20.00000;0.83432
 26.43700;30.90417;-4.678234e-003;93.57018;80.00000;20.00000;0.83430
 26.45500;30.91083;-4.938172e-003;93.56260;80.00000;20.00000;0.83430
 26.49800;30.91750;-5.458076e-003;93.56070;80.00000;20.00000;0.83428
 26.51900;30.92417;-6.151218e-003;93.55976;80.00000;20.00000;0.83427
 26.54800;30.93083;-6.757758e-003;93.56733;80.00000;20.00000;0.83426
 26.58100;30.93750;-7.797519e-003;93.56260;80.00000;20.00000;0.83425
 26.61500;30.94417;-8.230828e-003;93.56070;80.00000;20.00000;0.83424
 26.66400;30.95083;-9.357341e-003;93.55976;80.00000;20.00000;0.83422
 26.69200;30.95750;-1.013724e-002;93.56070;80.00000;20.00000;0.83421
 26.72400;30.96417;-1.065723e-002;93.55881;80.00000;20.00000;0.83420
 26.76400;30.97083;-1.135057e-002;93.55881;80.00000;20.00000;0.83419
 26.81100;30.97750;-1.178403e-002;93.55881;80.00000;20.00000;0.83417
 26.84600;30.98417;-1.317058e-002;93.55881;80.00000;20.00000;0.83416
 26.89500;30.99083;-1.369074e-002;93.55218;80.00000;20.00000;0.83414
 26.92400;30.99750;-1.412416e-002;93.55597;80.00000;20.00000;0.83413
 26.95700;31.00417;-1.533749e-002;93.55407;80.00000;20.00000;0.83412
 26.99600;31.01083;-1.620428e-002;93.56165;80.00000;20.00000;0.83411
 27.04400;31.01750;-1.681118e-002;93.55786;80.00000;20.00000;0.83409
 27.09100;31.02417;-1.776474e-002;93.54649;80.00000;20.00000;0.83408
 27.13200;31.03083;-1.854497e-002;93.55028;80.00000;20.00000;0.83406
 27.18200;31.03750;-1.897865e-002;93.55312;80.00000;20.00000;0.83405
 27.20200;31.04417;-2.019206e-002;93.55218;80.00000;20.00000;0.83404
 27.23800;31.05083;-2.105899e-002;93.54649;80.00000;20.00000;0.83403
 27.28700;31.05750;-2.201272e-002;93.54554;80.00000;20.00000;0.83401
 27.34100;31.06417;-2.235987e-002;93.54176;80.00000;20.00000;0.83399
 27.40000;31.07083;-2.270709e-002;93.54365;80.00000;20.00000;0.83397
 27.42000;31.07750;-2.348730e-002;93.54081;80.00000;20.00000;0.83396
 27.45200;31.08417;-2.426764e-002;93.54365;80.00000;20.00000;0.83395
 27.51600;31.09083;-2.591506e-002;93.54176;80.00000;20.00000;0.83393
 27.56100;31.09750;-2.643558e-002;93.54365;80.00000;20.00000;0.83392
 27.59800;31.10417;-2.704271e-002;93.54081;80.00000;20.00000;0.83390
 27.64300;31.11083;-2.817001e-002;93.54081;80.00000;20.00000;0.83389
 27.69200;31.11750;-2.851730e-002;93.54176;80.00000;20.00000;0.83387
 27.74900;31.12417;-2.895137e-002;93.53702;80.00000;20.00000;0.83385
 27.79500;31.13083;-2.990543e-002;93.53418;80.00000;20.00000;0.83384
 27.83600;31.13750;-3.077277e-002;93.54744;80.00000;20.00000;0.83382
 27.89300;31.14417;-3.155367e-002;93.54081;80.00000;20.00000;0.83380
 27.94300;31.15083;-3.250789e-002;93.52754;80.00000;20.00000;0.83378
 27.99600;31.15750;-3.346218e-002;93.53323;80.00000;20.00000;0.83377
 28.04000;31.16417;-3.441639e-002;93.53418;80.00000;20.00000;0.83375
 28.09600;31.17083;-3.537081e-002;93.53607;80.00000;20.00000;0.83373
 28.14200;31.17750;-3.563157e-002;93.52565;80.00000;20.00000;0.83372
 28.19100;31.18417;-3.632587e-002;93.52849;80.00000;20.00000;0.83370
 28.23200;31.19083;-3.710676e-002;93.52944;80.00000;20.00000;0.83369
 28.28800;31.19750;-3.771452e-002;93.52944;80.00000;20.00000;0.83367
 28.33900;31.20417;-3.840893e-002;93.53133;80.00000;20.00000;0.83365
 28.40400;31.21083;-3.884348e-002;93.52565;80.00000;20.00000;0.83363
 28.45000;31.21750;-3.945116e-002;93.52849;80.00000;20.00000;0.83361
 28.51900;31.22417;-4.031937e-002;93.52470;80.00000;20.00000;0.83359
 28.55700;31.23083;-4.162065e-002;93.52281;80.00000;20.00000;0.83357
 28.63000;31.23750;-4.274916e-002;93.53512;80.00000;20.00000;0.83355
 28.68100;31.24417;-4.344377e-002;93.52470;80.00000;20.00000;0.83353
 28.72900;31.25083;-4.387822e-002;93.52470;80.00000;20.00000;0.83351
 28.77600;31.25750;-4.422594e-002;93.52091;80.00000;20.00000;0.83350
 28.83900;31.26417;-4.448725e-002;93.52281;80.00000;20.00000;0.83348
 28.89100;31.27083;-4.509526e-002;93.52565;80.00000;20.00000;0.83346
 28.94500;31.27750;-4.587678e-002;93.52091;80.00000;20.00000;0.83344
 29.00100;31.28417;-4.674510e-002;93.52470;80.00000;20.00000;0.83342
 29.07000;31.29083;-4.726680e-002;93.52660;80.00000;20.00000;0.83340
 29.11900;31.29750;-4.761468e-002;93.51428;80.00000;20.00000;0.83338
 29.17000;31.30417;-4.822281e-002;93.51902;80.00000;20.00000;0.83336
 29.23800;31.31083;-4.848436e-002;93.51618;80.00000;20.00000;0.83334
 29.28700;31.31750;-4.883229e-002;93.51902;80.00000;20.00000;0.83332
 29.35600;31.32417;-4.935412e-002;93.51902;80.00000;20.00000;0.83330
 29.41700;31.33083;-5.013603e-002;93.51712;80.00000;20.00000;0.83328
 29.46800;31.33750;-5.074428e-002;93.51144;80.00000;20.00000;0.83326
 29.51300;31.34417;-5.117895e-002;93.51428;80.00000;20.00000;0.83324
 29.59300;31.35083;-5.170112e-002;93.51523;80.00000;20.00000;0.83322
 29.65200;31.35750;-5.291688e-002;93.51333;80.00000;20.00000;0.83320
 29.71200;31.36417;-5.352545e-002;93.50765;80.00000;20.00000;0.83317
 29.78100;31.37083;-5.413426e-002;93.50860;80.00000;20.00000;0.83315
 29.82800;31.37750;-5.465585e-002;93.50954;80.00000;20.00000;0.83313
 29.89200;31.38417;-5.465730e-002;93.50576;80.00000;20.00000;0.83311
 29.95800;31.39083;-5.483231e-002;93.50197;80.00000;20.00000;0.83309
 30.01400;31.39750;-5.509387e-002;93.49060;80.00000;20.00000;0.83307
 30.07100;31.40417;-5.552900e-002;93.50102;80.00000;20.00000;0.83305
 30.13400;31.41083;-5.605104e-002;93.50670;80.00000;20.00000;0.83303
 30.21300;31.41750;-5.622642e-002;93.49533;80.00000;20.00000;0.83300
 30.27000;31.42417;-5.605421e-002;93.48302;80.00000;20.00000;0.83298
 30.32800;31.43083;-5.631588e-002;93.48965;80.00000;20.00000;0.83296
 30.38400;31.43750;-5.727172e-002;93.49439;80.00000;20.00000;0.83294
 30.45300;31.44417;-5.796758e-002;93.49154;80.00000;20.00000;0.83292
 30.50500;31.45083;-5.814240e-002;93.48207;80.00000;20.00000;0.83290
 30.58300;31.45750;-5.849141e-002;93.48491;80.00000;20.00000;0.83287
 30.63600;31.46417;-5.866627e-002;93.49060;80.00000;20.00000;0.83286
 30.71100;31.47083;-5.901524e-002;93.48491;80.00000;20.00000;0.83283
 30.78300;31.47750;-5.936417e-002;93.47828;80.00000;20.00000;0.83280
 30.83800;31.48417;-5.945232e-002;93.48112;80.00000;20.00000;0.83279
 30.89800;31.49083;-5.936701e-002;93.47733;80.00000;20.00000;0.83276
 30.98400;31.49750;-5.928233e-002;93.47449;80.00000;20.00000;0.83274
 31.03900;31.50417;-5.928369e-002;93.46786;80.00000;20.00000;0.83272
 31.11100;31.51083;-5.928547e-002;93.46502;80.00000;20.00000;0.83269
 31.17400;31.51750;-5.980784e-002;93.47165;80.00000;20.00000;0.83267
 31.24600;31.52417;-6.041728e-002;93.47165;80.00000;20.00000;0.83264
 31.29900;31.53083;-6.093947e-002;93.46881;80.00000;20.00000;0.83263
 31.39200;31.53750;-6.085502e-002;93.46123;80.00000;20.00000;0.83259
 31.44200;31.54417;-6.050902e-002;93.45839;80.00000;20.00000;0.83258
 31.51600;31.55083;-6.025044e-002;93.45744;80.00000;20.00000;0.83255
 31.58500;31.55750;-6.007853e-002;93.46312;80.00000;20.00000;0.83253
 31.65700;31.56417;-5.973305e-002;93.46597;80.00000;20.00000;0.83250
 31.72000;31.57083;-6.025556e-002;93.46502;80.00000;20.00000;0.83248
 31.79000;31.57750;-6.051780e-002;93.45839;80.00000;20.00000;0.83246
 31.85100;31.58417;-6.051934e-002;93.45270;80.00000;20.00000;0.83243
 31.91400;31.59083;-6.043410e-002;93.45839;80.00000;20.00000;0.83241
 31.98600;31.59750;-6.069641e-002;93.46597;80.00000;20.00000;0.83239
 32.05400;31.60417;-6.052446e-002;93.46502;80.00000;20.00000;0.83236
 32.11400;31.61083;-5.991811e-002;93.46407;80.00000;20.00000;0.83234
 32.18700;31.61750;-6.044098e-002;93.46312;80.00000;20.00000;0.83232
 32.26600;31.62417;-6.035613e-002;93.46028;80.00000;20.00000;0.83229
 32.33900;31.63083;-5.922897e-002;93.44986;80.00000;20.00000;0.83226
 32.41500;31.63750;-5.914400e-002;93.44986;80.00000;20.00000;0.83224
 32.46400;31.64417;-5.905836e-002;93.46312;80.00000;20.00000;0.83222
 32.55500;31.65083;-5.914745e-002;93.46502;80.00000;20.00000;0.83219
 32.62800;31.65750;-5.897555e-002;93.46028;80.00000;20.00000;0.83216
 32.67600;31.66417;-5.906359e-002;93.45933;80.00000;20.00000;0.83215
 32.76700;31.67083;-5.923956e-002;93.45744;80.00000;20.00000;0.83212
 32.83300;31.67750;-5.906746e-002;93.45176;80.00000;20.00000;0.83209
 32.91000;31.68417;-5.880877e-002;93.44986;80.00000;20.00000;0.83207
 32.98500;31.69083;-5.889748e-002;93.45365;80.00000;20.00000;0.83204
 33.04700;31.69750;-5.924650e-002;93.45554;80.00000;20.00000;0.83202
 33.11500;31.70417;-5.959567e-002;93.44891;80.00000;20.00000;0.83200
 33.19700;31.71083;-5.916333e-002;93.44418;80.00000;20.00000;0.83197
 33.25800;31.71750;-5.838293e-002;93.44797;80.00000;20.00000;0.83195
 33.32200;31.72417;-5.742880e-002;93.44797;80.00000;20.00000;0.83192
 33.39300;31.73083;-5.751739e-002;93.44607;80.00000;20.00000;0.83190
 33.48100;31.73750;-5.682441e-002;93.44418;80.00000;20.00000;0.83187
 33.54800;31.74417;-5.726046e-002;93.43754;80.00000;20.00000;0.83184
 33.61600;31.75083;-5.734898e-002;93.43186;80.00000;20.00000;0.83182
 33.68900;31.75750;-5.630799e-002;93.43091;80.00000;20.00000;0.83180
 33.76000;31.76417;-5.578828e-002;93.43375;80.00000;20.00000;0.83177
 33.83700;31.77083;-5.413897e-002;93.43849;80.00000;20.00000;0.83174
 33.89400;31.77750;-5.405336e-002;93.44228;80.00000;20.00000;0.83172
 33.98800;31.78417;-5.379477e-002;93.44133;80.00000;20.00000;0.83169
 34.06700;31.79083;-5.336201e-002;93.43470;80.00000;20.00000;0.83166
 34.14700;31.79750;-5.379836e-002;93.42902;80.00000;20.00000;0.83164
 34.19800;31.80417;-5.284346e-002;93.42239;80.00000;20.00000;0.83162
 34.28200;31.81083;-5.249766e-002;93.41575;80.00000;20.00000;0.83159
 34.36100;31.81750;-5.232556e-002;93.41670;80.00000;20.00000;0.83156
 34.43000;31.82417;-5.180554e-002;93.42049;80.00000;20.00000;0.83154
 34.51000;31.83083;-5.119881e-002;93.42049;80.00000;20.00000;0.83151
 34.58400;31.83750;-5.050498e-002;93.41860;80.00000;20.00000;0.83148
 34.65500;31.84417;-5.015876e-002;93.42049;80.00000;20.00000;0.83146
 34.71300;31.85083;-4.981225e-002;93.42807;80.00000;20.00000;0.83144
 34.79800;31.85750;-4.929242e-002;93.43091;80.00000;20.00000;0.83141
 34.87000;31.86417;-4.885922e-002;93.42618;80.00000;20.00000;0.83138
 34.94400;31.87083;-4.833909e-002;93.41954;80.00000;20.00000;0.83136
 35.01300;31.87750;-4.790578e-002;93.41386;80.00000;20.00000;0.83133
 35.09400;31.88417;-4.764657e-002;93.41007;80.00000;20.00000;0.83130
 35.15800;31.89083;-4.764785e-002;93.40533;80.00000;20.00000;0.83128
 35.23300;31.89750;-4.704070e-002;93.40533;80.00000;20.00000;0.83126
 35.30900;31.90417;-4.573789e-002;93.40912;80.00000;20.00000;0.83123
 35.38400;31.91083;-4.504368e-002;93.41291;80.00000;20.00000;0.83120
 35.45200;31.91750;-4.443625e-002;93.41291;80.00000;20.00000;0.83118
 35.53000;31.92417;-4.382897e-002;93.41291;80.00000;20.00000;0.83115
 35.59800;31.93083;-4.330844e-002;93.41575;80.00000;20.00000;0.83113
 35.68600;31.93750;-4.313611e-002;93.41291;80.00000;20.00000;0.83110
 35.75300;31.94417;-4.235459e-002;93.41007;80.00000;20.00000;0.83107
 35.83400;31.95083;-4.183420e-002;93.40533;80.00000;20.00000;0.83105
 35.91500;31.95750;-4.157469e-002;93.39870;80.00000;20.00000;0.83102
 35.99500;31.96417;-4.105422e-002;93.39302;80.00000;20.00000;0.83099
 36.05800;31.97083;-4.018549e-002;93.39018;80.00000;20.00000;0.83097
 36.13000;31.97750;-3.966481e-002;93.39491;80.00000;20.00000;0.83094
 36.20400;31.98417;-3.914412e-002;93.39870;80.00000;20.00000;0.83092
 36.29100;31.99083;-3.827566e-002;93.40060;80.00000;20.00000;0.83089
 36.35800;31.99750;-3.766779e-002;93.39965;80.00000;20.00000;0.83086
 36.42800;32.00417;-3.688595e-002;93.39681;80.00000;20.00000;0.83084
 36.50600;32.01083;-3.619118e-002;93.39397;80.00000;20.00000;0.83081
 36.57900;32.01750;-3.558329e-002;93.39302;80.00000;20.00000;0.83078
 36.65700;32.02417;-3.488843e-002;93.39491;80.00000;20.00000;0.83076
 36.72400;32.03083;-3.532446e-002;93.39491;80.00000;20.00000;0.83073
 36.81000;32.03750;-3.445565e-002;93.39207;80.00000;20.00000;0.83070
 36.89200;32.04417;-3.367373e-002;93.39207;80.00000;20.00000;0.83068
 36.96800;32.05083;-3.306571e-002;93.39775;80.00000;20.00000;0.83065
 37.03500;32.05750;-3.210945e-002;93.39681;80.00000;20.00000;0.83062
 37.10700;32.06417;-3.132725e-002;93.39491;80.00000;20.00000;0.83060
 37.18400;32.07083;-3.071911e-002;93.38828;80.00000;20.00000;0.83057
 37.26700;32.07750;-3.011100e-002;93.38733;80.00000;20.00000;0.83054
 37.34000;32.08417;-2.871947e-002;93.38828;80.00000;20.00000;0.83052
 37.42200;32.09083;-2.872047e-002;93.39207;80.00000;20.00000;0.83049
 37.50900;32.09750;-2.811228e-002;93.39112;80.00000;20.00000;0.83046
 37.57600;32.10417;-2.732974e-002;93.39207;80.00000;20.00000;0.83043
