#EXPORTTYPE:DATA ALL
#FILE:50wt10hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:50wt10hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:17.03.2021 13:16
#CORR. FILE:correction 10kmin.ngb-bs3
#TEMPCAL:2021 CAL T 10KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 10KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:50wt10hr
#SAMPLE MASS /mg:10.4044
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:141.1766
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/10,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/10,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 26.09700;  0.00000;       0.24124;100.00000;80.00000;20.00000;0.83347;1
 26.12400;  0.05000;       0.24820; 99.95194;80.00000;20.00000;0.83346;1
 26.13300;  0.10000;       0.25585; 99.91638;80.00000;20.00000;0.83345;1
 26.16200;  0.15000;       0.26272; 99.87794;80.00000;20.00000;0.83345;1
 26.18200;  0.20000;       0.26905; 99.84622;80.00000;20.00000;0.83344;1
 26.18800;  0.25000;       0.27477; 99.81354;80.00000;20.00000;0.83344;1
 26.20900;  0.30000;       0.27997; 99.77702;80.00000;20.00000;0.83343;1
 26.21400;  0.35000;       0.28375; 99.75011;80.00000;20.00000;0.83343;1
 26.22900;  0.40000;       0.28736; 99.71550;80.00000;20.00000;0.83342;1
 26.23400;  0.45000;       0.28965; 99.66841;80.00000;20.00000;0.83342;1
 26.23500;  0.50000;       0.29167; 99.64534;80.00000;20.00000;0.83342;1
 26.24900;  0.55000;       0.29325; 99.61266;80.00000;20.00000;0.83342;1
 26.27400;  0.60000;       0.29405; 99.56461;80.00000;20.00000;0.83341;1
 26.28100;  0.65000;       0.29431; 99.53770;80.00000;20.00000;0.83341;1
 26.27800;  0.70000;       0.29458; 99.50694;80.00000;20.00000;0.83341;1
 26.28700;  0.75000;       0.29423; 99.46946;80.00000;20.00000;0.83341;1
 26.30900;  0.80000;       0.29282; 99.44447;80.00000;20.00000;0.83340;1
 26.30900;  0.85000;       0.29185; 99.41179;80.00000;20.00000;0.83340;1
 26.31700;  0.90000;       0.29080; 99.37238;80.00000;20.00000;0.83340;1
 26.33600;  0.95000;       0.28930; 99.34066;80.00000;20.00000;0.83339;1
 26.32900;  1.00000;       0.28693; 99.30318;80.00000;20.00000;0.83339;1
 26.34000;  1.05000;       0.28552; 99.26858;80.00000;20.00000;0.83339;1
 26.34200;  1.10000;       0.28253; 99.23974;80.00000;20.00000;0.83339;1
 26.33500;  1.15000;       0.28103; 99.20514;80.00000;20.00000;0.83339;1
 26.35500;  1.20000;       0.27804; 99.17823;80.00000;20.00000;0.83339;1
 26.36700;  1.25000;       0.27681; 99.14651;80.00000;20.00000;0.83338;1
 26.36700;  1.30000;       0.27391; 99.11768;80.00000;20.00000;0.83338;1
 26.37600;  1.35000;       0.27154; 99.09173;80.00000;20.00000;0.83338;1
 26.37100;  1.40000;       0.26898; 99.06482;80.00000;20.00000;0.83338;1
 26.38200;  1.45000;       0.26696; 99.03406;80.00000;20.00000;0.83338;1
 26.39700;  1.50000;       0.26415; 98.98889;80.00000;20.00000;0.83337;1
 26.40200;  1.55000;       0.26186; 98.96390;80.00000;20.00000;0.83337;1
 26.40600;  1.60000;       0.25940; 98.92642;80.00000;20.00000;0.83337;1
 26.41700;  1.65000;       0.25623; 98.88316;80.00000;20.00000;0.83337;1
 26.40600;  1.70000;       0.25376; 98.85625;80.00000;20.00000;0.83337;1
 26.40300;  1.75000;       0.25104; 98.81492;80.00000;20.00000;0.83337;1
 26.43500;  1.80000;       0.24884; 98.78705;80.00000;20.00000;0.83336;1
 26.43100;  1.85000;       0.24690; 98.74765;80.00000;20.00000;0.83336;1
 26.43700;  1.90000;       0.24382; 98.72938;80.00000;20.00000;0.83336;1
 26.42900;  1.95000;       0.24101; 98.70055;80.00000;20.00000;0.83336;1
 26.43000;  2.00000;       0.23881; 98.66883;80.00000;20.00000;0.83336;1
 26.43900;  2.05000;       0.23643; 98.64769;80.00000;20.00000;0.83336;1
