#EXPORTTYPE:DATA ALL
#FILE:drifttest2.ngb-bs3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:nothing
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:05.03.2021 03:09
#CORR. FILE:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:coconut
#SAMPLE MASS /mg:0
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°C/06:00/20°C
#SEGMENT:S1/1
#SEG. 1:20°C/06:00/20°C

##Temp./°C;Time/min;DSC/uV;Mass loss/mg;Gas Flow(protective)/(ml/min);DTG/(mg/min);Sensit./(uV/mW)
20.54800;  0.00000;0.15488;-3.389305e-005;0.000000e+000;      -0.48416;1.00000
20.55300;  0.05000;0.15564;-7.085590e-004;     20.00000;      -0.43285;1.00000
20.53700;  0.10000;0.15182;-2.905797e-002;     20.00000;      -0.38154;1.00000
20.52600;  0.15000;0.15335;-5.727875e-002;     20.00000;      -0.32791;1.00000
20.53000;  0.20000;0.15030;-7.466116e-002;     20.00000;      -0.27308;1.00000
20.52700;  0.25000;0.14954;-8.486782e-002;     20.00000;      -0.22640;1.00000
20.53500;  0.30000;0.15182;-9.152262e-002;     20.00000;      -0.18986;1.00000
20.53900;  0.35000;0.14877;-9.604766e-002;     20.00000;      -0.16192;1.00000
20.53500;  0.40000;0.15717;      -0.10031;     20.00000;      -0.14092;1.00000
20.54200;  0.45000;0.15488;      -0.10304;     20.00000;      -0.12491;1.00000
20.54200;  0.50000;0.15335;      -0.10443;     20.00000;      -0.11232;1.00000
20.54700;  0.55000;0.15564;      -0.10510;     20.00000;      -0.10210;1.00000
20.54100;  0.60000;0.15564;      -0.10526;     20.00000;-9.366804e-002;1.00000
20.54200;  0.65000;0.15564;      -0.10526;     20.00000;-8.665006e-002;1.00000
20.54900;  0.70000;0.15640;      -0.10526;     20.00000;-8.087841e-002;1.00000
20.52900;  0.75000;0.15564;      -0.10556;     20.00000;-7.622671e-002;1.00000
20.53500;  0.80000;0.15564;      -0.10586;     20.00000;-7.242663e-002;1.00000
20.54200;  0.85000;0.15411;      -0.10606;     20.00000;-6.921824e-002;1.00000
20.54100;  0.90000;0.15717;      -0.10636;     20.00000;-6.634634e-002;1.00000
20.53400;  0.95000;0.15640;      -0.10665;     20.00000;-6.346260e-002;1.00000
20.54200;  1.00000;0.15869;      -0.10695;     20.00000;-6.047201e-002;1.00000
20.51600;  1.05000;0.15717;      -0.10715;     20.00000;-5.757030e-002;1.00000
20.53000;  1.10000;0.16022;      -0.10735;     20.00000;-5.489512e-002;1.00000
20.52500;  1.15000;0.15640;      -0.10765;     20.00000;-5.245458e-002;1.00000
20.51600;  1.20000;0.15945;      -0.10786;     20.00000;-5.022175e-002;1.00000
20.52800;  1.25000;0.15793;      -0.10816;     20.00000;-4.817241e-002;1.00000
20.53700;  1.30000;0.15640;      -0.10846;     20.00000;-4.629115e-002;1.00000
20.52300;  1.35000;0.16098;      -0.10866;     20.00000;-4.456926e-002;1.00000
20.52200;  1.40000;0.16022;      -0.10911;     20.00000;-4.298901e-002;1.00000
20.50800;  1.45000;0.16022;      -0.10988;     20.00000;-4.152570e-002;1.00000
20.51600;  1.50000;0.16174;      -0.11092;     20.00000;-4.016236e-002;1.00000
20.54500;  1.55000;0.16022;      -0.11190;     20.00000;-3.888833e-002;1.00000
20.52900;  1.60000;0.16174;      -0.11272;     20.00000;-3.769415e-002;1.00000
20.52200;  1.65000;0.16022;      -0.11351;     20.00000;-3.657111e-002;1.00000
20.53200;  1.70000;0.16022;      -0.11461;     20.00000;-3.551503e-002;1.00000
20.52800;  1.75000;0.15945;      -0.11598;     20.00000;-3.452250e-002;1.00000
20.54600;  1.80000;0.15869;      -0.11721;     20.00000;-3.358713e-002;1.00000
20.54900;  1.85000;0.15945;      -0.11791;     20.00000;-3.270321e-002;1.00000
20.56200;  1.90000;0.16251;      -0.11809;     20.00000;-3.186815e-002;1.00000
20.55100;  1.95000;0.15564;      -0.11809;     20.00000;-3.108456e-002;1.00000
20.55000;  2.00000;0.15945;      -0.11809;     20.00000;-3.035189e-002;1.00000
20.55600;  2.05000;0.15793;      -0.11808;     20.00000;-2.965707e-002;1.00000
20.56800;  2.10000;0.15564;      -0.11808;     20.00000;-2.898740e-002;1.00000
20.55000;  2.15000;0.15564;      -0.11808;     20.00000;-2.834737e-002;1.00000
20.55800;  2.20000;0.15717;      -0.11808;     20.00000;-2.775735e-002;1.00000
20.55600;  2.25000;0.15488;      -0.11808;     20.00000;-2.722313e-002;1.00000
20.55900;  2.30000;0.15717;      -0.11808;     20.00000;-2.671066e-002;1.00000
20.55600;  2.35000;0.15411;      -0.11808;     20.00000;-2.619501e-002;1.00000
20.53300;  2.40000;0.15564;      -0.11808;     20.00000;-2.568721e-002;1.00000
20.55800;  2.45000;0.15564;      -0.11808;     20.00000;-2.519650e-002;1.00000
20.54900;  2.50000;0.15564;      -0.11808;     20.00000;-2.471784e-002;1.00000
20.53800;  2.55000;0.15869;      -0.11808;     20.00000;-2.424402e-002;1.00000
20.57000;  2.60000;0.15793;      -0.11808;     20.00000;-2.377741e-002;1.00000
20.53300;  2.65000;0.15717;      -0.11808;     20.00000;-2.332484e-002;1.00000
20.55000;  2.70000;0.15564;      -0.11818;     20.00000;-2.288876e-002;1.00000
20.55300;  2.75000;0.15335;      -0.11828;     20.00000;-2.246868e-002;1.00000
20.54500;  2.80000;0.15488;      -0.11828;     20.00000;-2.206370e-002;1.00000
20.54200;  2.85000;0.15488;      -0.11837;     20.00000;-2.167301e-002;1.00000
20.55600;  2.90000;0.15717;      -0.11847;     20.00000;-2.129592e-002;1.00000
20.56300;  2.95000;0.15564;      -0.11847;     20.00000;-2.093175e-002;1.00000
20.54600;  3.00000;0.15564;      -0.11857;     20.00000;-2.057980e-002;1.00000
20.56200;  3.05000;0.15411;      -0.11867;     20.00000;-2.023938e-002;1.00000
20.54600;  3.10000;0.15945;      -0.11867;     20.00000;-1.991032e-002;1.00000
20.57600;  3.15000;0.15564;      -0.11877;     20.00000;-1.959376e-002;1.00000
20.55600;  3.20000;0.15411;      -0.11887;     20.00000;-1.929066e-002;1.00000
20.55400;  3.25000;0.15411;      -0.11887;     20.00000;-1.899887e-002;1.00000
20.56000;  3.30000;0.15488;      -0.11896;     20.00000;-1.871920e-002;1.00000
20.55700;  3.35000;0.15106;      -0.11896;     20.00000;-1.846452e-002;1.00000
20.56800;  3.40000;0.15411;      -0.11906;     20.00000;-1.824929e-002;1.00000
20.56500;  3.45000;0.15259;      -0.11916;     20.00000;-1.805212e-002;1.00000
20.57200;  3.50000;0.15182;      -0.11916;     20.00000;-1.783500e-002;1.00000
20.56400;  3.55000;0.14877;      -0.11926;     20.00000;-1.759707e-002;1.00000
20.56100;  3.60000;0.14877;      -0.11936;     20.00000;-1.735088e-002;1.00000
20.56400;  3.65000;0.15106;      -0.11936;     20.00000;-1.709311e-002;1.00000
20.56200;  3.70000;0.14954;      -0.11946;     20.00000;-1.682982e-002;1.00000
20.57100;  3.75000;0.14954;      -0.11956;     20.00000;-1.657890e-002;1.00000
20.56500;  3.80000;0.15106;      -0.11955;     20.00000;-1.634321e-002;1.00000
20.57400;  3.85000;0.14572;      -0.11965;     20.00000;-1.611622e-002;1.00000
20.57400;  3.90000;0.14648;      -0.11975;     20.00000;-1.589523e-002;1.00000
20.57100;  3.95000;0.14572;      -0.11985;     20.00000;-1.567979e-002;1.00000
20.57300;  4.00000;0.14954;      -0.12004;     20.00000;-1.546968e-002;1.00000
20.58800;  4.05000;0.14648;      -0.12014;     20.00000;-1.526478e-002;1.00000
20.58800;  4.10000;0.15030;      -0.12024;     20.00000;-1.506495e-002;1.00000
20.59700;  4.15000;0.14954;      -0.12034;     20.00000;-1.486954e-002;1.00000
20.57400;  4.20000;0.14267;      -0.12044;     20.00000;-1.467842e-002;1.00000
20.58100;  4.25000;0.14648;      -0.12044;     20.00000;-1.449821e-002;1.00000
20.56600;  4.30000;0.14343;      -0.12053;     20.00000;-1.434143e-002;1.00000
20.57700;  4.35000;0.14725;      -0.12063;     20.00000;-1.420767e-002;1.00000
20.57800;  4.40000;0.14038;      -0.12073;     20.00000;-1.408189e-002;1.00000
20.56600;  4.45000;0.14038;      -0.12093;     20.00000;-1.395317e-002;1.00000
20.57900;  4.50000;0.13886;      -0.12153;     20.00000;-1.382957e-002;1.00000
20.58300;  4.55000;0.13962;      -0.12163;     20.00000;-1.373705e-002;1.00000
20.57400;  4.60000;0.14191;      -0.12173;     20.00000;-1.366934e-002;1.00000
20.58100;  4.65000;0.13580;      -0.12183;     20.00000;-1.358015e-002;1.00000
20.58300;  4.70000;0.13351;      -0.12192;     20.00000;-1.345473e-002;1.00000
20.58600;  4.75000;0.13962;      -0.12202;     20.00000;-1.331496e-002;1.00000
20.58700;  4.80000;0.13962;      -0.12212;     20.00000;-1.317531e-002;1.00000
20.59200;  4.85000;0.13962;      -0.12222;     20.00000;-1.303837e-002;1.00000
20.58700;  4.90000;0.13733;      -0.12232;     20.00000;-1.290426e-002;1.00000
20.58300;  4.95000;0.14267;      -0.12242;     20.00000;-1.277298e-002;1.00000
20.59200;  5.00000;0.14114;      -0.12252;     20.00000;-1.264446e-002;1.00000
20.59400;  5.05000;0.14420;      -0.12252;     20.00000;-1.251855e-002;1.00000
20.59200;  5.10000;0.14114;      -0.12251;     20.00000;-1.239511e-002;1.00000
20.60000;  5.15000;0.14267;      -0.12251;     20.00000;-1.227404e-002;1.00000
20.59600;  5.20000;0.14191;      -0.12251;     20.00000;-1.215549e-002;1.00000
20.58600;  5.25000;0.14191;      -0.12251;     20.00000;-1.204033e-002;1.00000
20.60400;  5.30000;0.14496;      -0.12251;     20.00000;-1.192963e-002;1.00000
20.59000;  5.35000;0.14114;      -0.12251;     20.00000;-1.182273e-002;1.00000
20.59700;  5.40000;0.14420;      -0.12251;     20.00000;-1.171831e-002;1.00000
20.59800;  5.45000;0.14420;      -0.12251;     20.00000;-1.161984e-002;1.00000
20.59800;  5.50000;0.14114;      -0.12251;     20.00000;-1.153616e-002;1.00000
20.58600;  5.55000;0.14343;      -0.12251;     20.00000;-1.146458e-002;1.00000
20.58900;  5.60000;0.14038;      -0.12251;     20.00000;-1.139013e-002;1.00000
20.59300;  5.65000;0.14343;      -0.12251;     20.00000;-1.130943e-002;1.00000
20.61100;  5.70000;0.14267;      -0.12251;     20.00000;-1.122967e-002;1.00000
20.58500;  5.75000;0.14191;      -0.12251;     20.00000;-1.115464e-002;1.00000
20.60000;  5.80000;0.13886;      -0.12251;     20.00000;-1.108150e-002;1.00000
20.60000;  5.85000;0.13733;      -0.12251;     20.00000;-1.100783e-002;1.00000
20.58900;  5.90000;0.13962;      -0.12251;     20.00000;-1.093380e-002;1.00000
20.59500;  5.95000;0.13886;      -0.12251;     20.00000;-1.085634e-002;1.00000
20.59600;  6.00000;0.13580;      -0.12251;     20.00000;-1.077269e-002;1.00000
20.58900;  6.05000;0.13886;      -0.12251;     20.00000;-1.068529e-002;1.00000
20.59400;  6.10000;0.13886;      -0.12251;     20.00000;-1.059881e-002;1.00000
20.59700;  6.15000;0.13962;      -0.12250;     20.00000;-1.051787e-002;1.00000
20.60600;  6.20000;0.13733;      -0.12250;     20.00000;-1.044994e-002;1.00000
20.60000;  6.25000;0.14191;      -0.12250;     20.00000;-1.040179e-002;1.00000
20.59700;  6.30000;0.13199;      -0.12250;     20.00000;-1.036341e-002;1.00000
20.59400;  6.35000;0.13428;      -0.12250;     20.00000;-1.031525e-002;1.00000
20.61400;  6.40000;0.13962;      -0.12260;     20.00000;-1.025017e-002;1.00000
20.59100;  6.45000;0.14038;      -0.12260;     20.00000;-1.017435e-002;1.00000
20.60200;  6.50000;0.13886;      -0.12260;     20.00000;-1.009605e-002;1.00000
20.60500;  6.55000;0.14038;      -0.12260;     20.00000;-1.001854e-002;1.00000
20.61200;  6.60000;0.13733;      -0.12270;     20.00000;-9.942240e-003;1.00000
20.59300;  6.65000;0.14038;      -0.12270;     20.00000;-9.867095e-003;1.00000
20.56900;  6.70000;0.13657;      -0.12270;     20.00000;-9.793063e-003;1.00000
20.58700;  6.75000;0.13428;      -0.12284;     20.00000;-9.720129e-003;1.00000
20.59800;  6.80000;0.13580;      -0.12338;     20.00000;-9.648276e-003;1.00000
20.60200;  6.85000;0.13657;      -0.12385;     20.00000;-9.577481e-003;1.00000
20.61800;  6.90000;0.13809;      -0.12401;     20.00000;-9.507711e-003;1.00000
20.61000;  6.95000;0.13657;      -0.12410;     20.00000;-9.438946e-003;1.00000
20.61300;  7.00000;0.13580;      -0.12410;     20.00000;-9.371139e-003;1.00000
20.60800;  7.05000;0.13504;      -0.12410;     20.00000;-9.304212e-003;1.00000
20.61000;  7.10000;0.13046;      -0.12410;     20.00000;-9.238181e-003;1.00000
20.60800;  7.15000;0.12970;      -0.12420;     20.00000;-9.173124e-003;1.00000
20.61500;  7.20000;0.13351;      -0.12420;     20.00000;-9.109037e-003;1.00000
20.60500;  7.25000;0.12970;      -0.12420;     20.00000;-9.045874e-003;1.00000
20.62100;  7.30000;0.12894;      -0.12400;     20.00000;-8.983597e-003;1.00000
20.60800;  7.35000;0.13046;      -0.12370;     20.00000;-8.922162e-003;1.00000
20.59300;  7.40000;0.13351;      -0.12360;     20.00000;-8.861696e-003;1.00000
20.60100;  7.45000;0.12894;      -0.12360;     20.00000;-8.802878e-003;1.00000
20.61600;  7.50000;0.12512;      -0.12350;     20.00000;-8.746233e-003;1.00000
20.59300;  7.55000;0.12589;      -0.12350;     20.00000;-8.690743e-003;1.00000
20.60300;  7.60000;0.12589;      -0.12340;     20.00000;-8.635875e-003;1.00000
20.60400;  7.65000;0.12589;      -0.12340;     20.00000;-8.581903e-003;1.00000
20.60600;  7.70000;0.12894;      -0.12330;     20.00000;-8.528400e-003;1.00000
20.60700;  7.75000;0.12436;      -0.12330;     20.00000;-8.475719e-003;1.00000
20.59600;  7.80000;0.13046;      -0.12320;     20.00000;-8.423730e-003;1.00000
20.60900;  7.85000;0.12436;      -0.12320;     20.00000;-8.372273e-003;1.00000
20.61300;  7.90000;0.12894;      -0.12309;     20.00000;-8.321638e-003;1.00000
20.60700;  7.95000;0.12665;      -0.12309;     20.00000;-8.271410e-003;1.00000
20.60100;  8.00000;0.12817;      -0.12299;     20.00000;-8.222052e-003;1.00000
20.60600;  8.05000;0.13046;      -0.12299;     20.00000;-8.173724e-003;1.00000
20.58800;  8.10000;0.12741;      -0.12289;     20.00000;-8.126006e-003;1.00000
20.60100;  8.15000;0.13046;      -0.12289;     20.00000;-8.078489e-003;1.00000
20.58900;  8.20000;0.13123;      -0.12279;     20.00000;-8.031325e-003;1.00000
20.60300;  8.25000;0.12817;      -0.12279;     20.00000;-7.984924e-003;1.00000
20.59800;  8.30000;0.13046;      -0.12269;     20.00000;-7.938883e-003;1.00000
20.59600;  8.35000;0.13199;      -0.12269;     20.00000;-7.893524e-003;1.00000
20.60500;  8.40000;0.13199;      -0.12258;     20.00000;-7.848755e-003;1.00000
20.59000;  8.45000;0.13046;      -0.12248;     20.00000;-7.804417e-003;1.00000
20.59800;  8.50000;0.13046;      -0.12248;     20.00000;-7.760776e-003;1.00000
20.61400;  8.55000;0.13504;      -0.12238;     20.00000;-7.717472e-003;1.00000
20.59900;  8.60000;0.13123;      -0.12268;     20.00000;-7.674757e-003;1.00000
20.61000;  8.65000;0.13809;      -0.12288;     20.00000;-7.632156e-003;1.00000
20.60700;  8.70000;0.13504;      -0.12308;     20.00000;-7.588860e-003;1.00000
20.60300;  8.75000;0.13580;      -0.12318;     20.00000;-7.545381e-003;1.00000
20.60200;  8.80000;0.13886;      -0.12338;     20.00000;-7.502282e-003;1.00000
20.59600;  8.85000;0.13962;      -0.12358;     20.00000;-7.459648e-003;1.00000
20.60600;  8.90000;0.13504;      -0.12368;     20.00000;-7.417462e-003;1.00000
20.60700;  8.95000;0.13428;      -0.12367;     20.00000;-7.375771e-003;1.00000
20.60900;  9.00000;0.14267;      -0.12367;     20.00000;-7.334597e-003;1.00000
20.60600;  9.05000;0.14114;      -0.12381;     20.00000;-7.293891e-003;1.00000
20.60900;  9.10000;0.14191;      -0.12432;     20.00000;-7.253611e-003;1.00000
20.61400;  9.15000;0.14114;      -0.12512;     20.00000;-7.213745e-003;1.00000
20.63100;  9.20000;0.13809;      -0.12572;     20.00000;-7.174289e-003;1.00000
20.63100;  9.25000;0.14420;      -0.12589;     20.00000;-7.135260e-003;1.00000
20.64900;  9.30000;0.14420;      -0.12589;     20.00000;-7.096672e-003;1.00000
20.64700;  9.35000;0.14343;      -0.12589;     20.00000;-7.058617e-003;1.00000
20.62400;  9.40000;0.14420;      -0.12589;     20.00000;-7.021603e-003;1.00000
20.62400;  9.45000;0.14877;      -0.12589;     20.00000;-6.986030e-003;1.00000
20.62100;  9.50000;0.14725;      -0.12588;     20.00000;-6.950842e-003;1.00000
20.63200;  9.55000;0.14725;      -0.12588;     20.00000;-6.915095e-003;1.00000
20.62600;  9.60000;0.15106;      -0.12588;     20.00000;-6.879691e-003;1.00000
20.63000;  9.65000;0.14877;      -0.12588;     20.00000;-6.845532e-003;1.00000
20.63500;  9.70000;0.15030;      -0.12588;     20.00000;-6.811718e-003;1.00000
20.64300;  9.75000;0.14648;      -0.12587;     20.00000;-6.777870e-003;1.00000
20.64400;  9.80000;0.15106;      -0.12587;     20.00000;-6.747894e-003;1.00000
20.63000;  9.85000;0.14801;      -0.12587;     20.00000;-6.726900e-003;1.00000
20.64900;  9.90000;0.14801;      -0.12587;     20.00000;-6.710317e-003;1.00000
20.64600;  9.95000;0.15564;      -0.12587;     20.00000;-6.688798e-003;1.00000
20.63800; 10.00000;0.15106;      -0.12587;     20.00000;-6.662007e-003;1.00000
20.65100; 10.05000;0.15030;      -0.12587;     20.00000;-6.633846e-003;1.00000
20.63200; 10.10000;0.15488;      -0.12587;     20.00000;-6.605786e-003;1.00000
20.65200; 10.15000;0.15030;      -0.12587;     20.00000;-6.577893e-003;1.00000
20.63700; 10.20000;0.15335;      -0.12587;     20.00000;-6.550152e-003;1.00000
20.64400; 10.25000;0.15488;      -0.12587;     20.00000;-6.522626e-003;1.00000
20.65100; 10.30000;0.15564;      -0.12587;     20.00000;-6.495153e-003;1.00000
20.65100; 10.35000;0.15793;      -0.12587;     20.00000;-6.467136e-003;1.00000
20.65100; 10.40000;0.15717;      -0.12586;     20.00000;-6.438783e-003;1.00000
20.64100; 10.45000;0.15335;      -0.12586;     20.00000;-6.411375e-003;1.00000
20.62700; 10.50000;0.15717;      -0.12586;     20.00000;-6.385149e-003;1.00000
20.64100; 10.55000;0.15640;      -0.12586;     20.00000;-6.359276e-003;1.00000
20.65100; 10.60000;0.15869;      -0.12596;     20.00000;-6.333171e-003;1.00000
20.65500; 10.65000;0.15717;      -0.12595;     20.00000;-6.307137e-003;1.00000
20.66500; 10.70000;0.16022;      -0.12595;     20.00000;-6.281785e-003;1.00000
20.66900; 10.75000;0.16174;      -0.12605;     20.00000;-6.257301e-003;1.00000
20.64000; 10.80000;0.15793;      -0.12605;     20.00000;-6.236254e-003;1.00000
20.65100; 10.85000;0.16174;      -0.12605;     20.00000;-6.225729e-003;1.00000
20.65200; 10.90000;0.15869;      -0.12605;     20.00000;-6.225809e-003;1.00000
20.65400; 10.95000;0.15869;      -0.12615;     20.00000;-6.221982e-003;1.00000
20.64000; 11.00000;0.16327;      -0.12625;     20.00000;-6.205940e-003;1.00000
20.65400; 11.05000;0.16174;      -0.12685;     20.00000;-6.183488e-003;1.00000
20.65700; 11.10000;0.15945;      -0.12694;     20.00000;-6.160037e-003;1.00000
20.65800; 11.15000;0.16174;      -0.12704;     20.00000;-6.136971e-003;1.00000
20.65000; 11.20000;0.16327;      -0.12714;     20.00000;-6.114610e-003;1.00000
20.66800; 11.25000;0.16403;      -0.12724;     20.00000;-6.092584e-003;1.00000
20.66400; 11.30000;0.16098;      -0.12734;     20.00000;-6.070040e-003;1.00000
20.66600; 11.35000;0.15869;      -0.12743;     20.00000;-6.046264e-003;1.00000
20.65800; 11.40000;0.15945;      -0.12753;     20.00000;-6.020978e-003;1.00000
20.67000; 11.45000;0.16327;      -0.12763;     20.00000;-5.994840e-003;1.00000
20.67600; 11.50000;0.16251;      -0.12793;     20.00000;-5.968670e-003;1.00000
20.68200; 11.55000;0.16098;      -0.12802;     20.00000;-5.942968e-003;1.00000
20.67900; 11.60000;0.16556;      -0.12812;     20.00000;-5.918380e-003;1.00000
20.67500; 11.65000;0.16556;      -0.12822;     20.00000;-5.895087e-003;1.00000
20.67200; 11.70000;0.16098;      -0.12832;     20.00000;-5.872501e-003;1.00000
20.66700; 11.75000;0.16251;      -0.12852;     20.00000;-5.850167e-003;1.00000
20.67500; 11.80000;0.16403;      -0.12862;     20.00000;-5.828002e-003;1.00000
20.67400; 11.85000;0.16022;      -0.12872;     20.00000;-5.806059e-003;1.00000
20.65900; 11.90000;0.15945;      -0.12882;     20.00000;-5.784354e-003;1.00000
20.66900; 11.95000;0.15869;      -0.12882;     20.00000;-5.762931e-003;1.00000
20.66200; 12.00000;0.16098;      -0.12882;     20.00000;-5.742005e-003;1.00000
20.66500; 12.05000;0.16403;      -0.12882;     20.00000;-5.721821e-003;1.00000
20.66600; 12.10000;0.16174;      -0.12882;     20.00000;-5.703008e-003;1.00000
20.67400; 12.15000;0.16479;      -0.12881;     20.00000;-5.685922e-003;1.00000
20.66900; 12.20000;0.16098;      -0.12881;     20.00000;-5.668862e-003;1.00000
20.66600; 12.25000;0.16251;      -0.12881;     20.00000;-5.650535e-003;1.00000
20.66600; 12.30000;0.16022;      -0.12891;     20.00000;-5.631481e-003;1.00000
20.67200; 12.35000;0.16403;      -0.12891;     20.00000;-5.612090e-003;1.00000
20.67700; 12.40000;0.15945;      -0.12901;     20.00000;-5.593274e-003;1.00000
20.68600; 12.45000;0.16556;      -0.12911;     20.00000;-5.577182e-003;1.00000
20.66400; 12.50000;0.16479;      -0.12981;     20.00000;-5.564271e-003;1.00000
20.67300; 12.55000;0.16251;      -0.13011;     20.00000;-5.551512e-003;1.00000
20.65800; 12.60000;0.16403;      -0.13031;     20.00000;-5.536707e-003;1.00000
20.66600; 12.65000;0.16174;      -0.13061;     20.00000;-5.520835e-003;1.00000
20.67800; 12.70000;0.16708;      -0.13081;     20.00000;-5.504769e-003;1.00000
20.67900; 12.75000;0.16403;      -0.13081;     20.00000;-5.488491e-003;1.00000
20.67400; 12.80000;0.16327;      -0.13080;     20.00000;-5.471894e-003;1.00000
20.65000; 12.85000;0.16098;      -0.13081;     20.00000;-5.454127e-003;1.00000
20.65600; 12.90000;0.16174;      -0.13080;     20.00000;-5.434501e-003;1.00000
20.66600; 12.95000;0.16098;      -0.13080;     20.00000;-5.413739e-003;1.00000
20.68000; 13.00000;0.16632;      -0.13080;     20.00000;-5.392805e-003;1.00000
20.67400; 13.05000;0.16327;      -0.13080;     20.00000;-5.371971e-003;1.00000
20.66500; 13.10000;0.16251;      -0.13080;     20.00000;-5.351260e-003;1.00000
20.67000; 13.15000;0.16251;      -0.13080;     20.00000;-5.330552e-003;1.00000
20.67400; 13.20000;0.15945;      -0.13080;     20.00000;-5.307434e-003;1.00000
20.67200; 13.25000;0.16098;      -0.13080;     20.00000;-5.275054e-003;1.00000
20.66800; 13.30000;0.15793;      -0.13080;     20.00000;-5.232887e-003;1.00000
20.67100; 13.35000;0.15793;      -0.13080;     20.00000;-5.193745e-003;1.00000
20.68900; 13.40000;0.15717;      -0.13079;     20.00000;-5.164432e-003;1.00000
20.67700; 13.45000;0.15488;      -0.13079;     20.00000;-5.139949e-003;1.00000
20.66300; 13.50000;0.15564;      -0.13079;     20.00000;-5.116126e-003;1.00000
20.67400; 13.55000;0.15717;      -0.13079;     20.00000;-5.092290e-003;1.00000
20.66900; 13.60000;0.15717;      -0.13079;     20.00000;-5.068811e-003;1.00000
20.66700; 13.65000;0.15869;      -0.13079;     20.00000;-5.045724e-003;1.00000
20.66000; 13.70000;0.15717;      -0.13079;     20.00000;-5.022644e-003;1.00000
20.67300; 13.75000;0.15717;      -0.13079;     20.00000;-4.999505e-003;1.00000
20.67500; 13.80000;0.15411;      -0.13079;     20.00000;-4.976506e-003;1.00000
20.66700; 13.85000;0.15869;      -0.13079;     20.00000;-4.953817e-003;1.00000
20.67900; 13.90000;0.15564;      -0.13079;     20.00000;-4.931572e-003;1.00000
20.67500; 13.95000;0.15717;      -0.13079;     20.00000;-4.909472e-003;1.00000
20.66400; 14.00000;0.15335;      -0.13079;     20.00000;-4.887300e-003;1.00000
20.67400; 14.05000;0.15564;      -0.13078;     20.00000;-4.865718e-003;1.00000
20.67300; 14.10000;0.15182;      -0.13078;     20.00000;-4.845811e-003;1.00000
20.67600; 14.15000;0.15411;      -0.13078;     20.00000;-4.827652e-003;1.00000
20.69300; 14.20000;0.15488;      -0.13078;     20.00000;-4.810300e-003;1.00000
20.69100; 14.25000;0.15335;      -0.13077;     20.00000;-4.793164e-003;1.00000
20.68500; 14.30000;0.15717;      -0.13077;     20.00000;-4.776145e-003;1.00000
20.67900; 14.35000;0.14877;      -0.13077;     20.00000;-4.759309e-003;1.00000
20.68400; 14.40000;0.15182;      -0.13077;     20.00000;-4.743581e-003;1.00000
20.66900; 14.45000;0.15411;      -0.13077;     20.00000;-4.733602e-003;1.00000
20.67900; 14.50000;0.15488;      -0.13077;     20.00000;-4.734015e-003;1.00000
20.67700; 14.55000;0.15259;      -0.13077;     20.00000;-4.736406e-003;1.00000
20.67200; 14.60000;0.15106;      -0.13077;     20.00000;-4.729793e-003;1.00000
20.68000; 14.65000;0.15259;      -0.13077;     20.00000;-4.716391e-003;1.00000
20.67700; 14.70000;0.14801;      -0.13077;     20.00000;-4.701747e-003;1.00000
20.67700; 14.75000;0.15182;      -0.13077;     20.00000;-4.687368e-003;1.00000
20.68900; 14.80000;0.14801;      -0.13076;     20.00000;-4.673112e-003;1.00000
20.68300; 14.85000;0.14725;      -0.13076;     20.00000;-4.658755e-003;1.00000
20.67800; 14.90000;0.14801;      -0.13076;     20.00000;-4.644397e-003;1.00000
20.68000; 14.95000;0.14877;      -0.13076;     20.00000;-4.630841e-003;1.00000
20.68500; 15.00000;0.14801;      -0.13086;     20.00000;-4.619887e-003;1.00000
20.69100; 15.05000;0.14954;      -0.13086;     20.00000;-4.612722e-003;1.00000
20.67700; 15.10000;0.15259;      -0.13086;     20.00000;-4.605793e-003;1.00000
20.68000; 15.15000;0.15182;      -0.13086;     20.00000;-4.595859e-003;1.00000
20.68200; 15.20000;0.15335;      -0.13086;     20.00000;-4.584349e-003;1.00000
20.69600; 15.25000;0.15182;      -0.13096;     20.00000;-4.574761e-003;1.00000
20.68300; 15.30000;0.15259;      -0.13096;     20.00000;-4.572369e-003;1.00000
20.67700; 15.35000;0.15182;      -0.13096;     20.00000;-4.576649e-003;1.00000
20.67900; 15.40000;0.14877;      -0.13096;     20.00000;-4.579347e-003;1.00000
20.68600; 15.45000;0.15182;      -0.13096;     20.00000;-4.577796e-003;1.00000
20.66900; 15.50000;0.15259;      -0.13106;     20.00000;-4.574661e-003;1.00000
20.67400; 15.55000;0.15259;      -0.13106;     20.00000;-4.570433e-003;1.00000
