#EXPORTTYPE:DATA ALL
#FILE:drifttest2.ngb-bs3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:nothing
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:05.03.2021 03:09
#CORR. FILE:
#TEMPCAL:TCALZERO.TCX
#SENSITIVITY:SENSZERO.EXX
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:coconut
#SAMPLE MASS /mg:0
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:20°C/06:00/20°C
#SEGMENT:S1/1
#SEG. 1:20°C/06:00/20°C

##Temp./°C;Time/min;DSC/uV;Mass loss/mg;Gas Flow(protective)/(ml/min);DTG/(mg/min);Sensit./(uV/mW)
20.51500; 95.25000;0.15411;      -0.21602;     20.00000;-1.178678e-003;1.00000
20.51600; 95.30000;0.15335;      -0.21612;     20.00000;-1.176741e-003;1.00000
20.53100; 95.35000;0.15106;      -0.21632;     20.00000;-1.174844e-003;1.00000
20.51900; 95.40000;0.15411;      -0.21642;     20.00000;-1.172974e-003;1.00000
20.50600; 95.45000;0.14954;      -0.21662;     20.00000;-1.171081e-003;1.00000
20.50800; 95.50000;0.14954;      -0.21671;     20.00000;-1.169123e-003;1.00000
20.52600; 95.55000;0.14572;      -0.21671;     20.00000;-1.167121e-003;1.00000
20.51100; 95.60000;0.15182;      -0.21671;     20.00000;-1.165155e-003;1.00000
20.51200; 95.65000;0.14954;      -0.21671;     20.00000;-1.163329e-003;1.00000
20.52000; 95.70000;0.14801;      -0.21671;     20.00000;-1.161790e-003;1.00000
20.52400; 95.75000;0.14572;      -0.21671;     20.00000;-1.160778e-003;1.00000
20.52700; 95.80000;0.14725;      -0.21671;     20.00000;-1.160670e-003;1.00000
20.52400; 95.85000;0.15411;      -0.21671;     20.00000;-1.161963e-003;1.00000
20.51200; 95.90000;0.14725;      -0.21671;     20.00000;-1.164978e-003;1.00000
20.49800; 95.95000;0.14801;      -0.21671;     20.00000;-1.169503e-003;1.00000
20.51700; 96.00000;0.14267;      -0.21670;     20.00000;-1.174761e-003;1.00000
20.51400; 96.05000;0.14496;      -0.21670;     20.00000;-1.179742e-003;1.00000
20.51800; 96.10000;0.14572;      -0.21670;     20.00000;-1.183686e-003;1.00000
20.50100; 96.15000;0.14648;      -0.21670;     20.00000;-1.186384e-003;1.00000
20.50400; 96.20000;0.14648;      -0.21670;     20.00000;-1.188076e-003;1.00000
20.51900; 96.25000;0.14725;      -0.21670;     20.00000;-1.189043e-003;1.00000
20.52900; 96.30000;0.15106;      -0.21670;     20.00000;-1.189355e-003;1.00000
20.52600; 96.35000;0.14725;      -0.21669;     20.00000;-1.188841e-003;1.00000
20.51000; 96.40000;0.14954;      -0.21669;     20.00000;-1.187273e-003;1.00000
20.52600; 96.45000;0.14420;      -0.21669;     20.00000;-1.184615e-003;1.00000
20.50800; 96.50000;0.14648;      -0.21668;     20.00000;-1.181115e-003;1.00000
20.49000; 96.55000;0.14572;      -0.21668;     20.00000;-1.177198e-003;1.00000
20.48700; 96.60000;0.14801;      -0.21668;     20.00000;-1.173284e-003;1.00000
20.48500; 96.65000;0.14801;      -0.21667;     20.00000;-1.169631e-003;1.00000
20.48000; 96.70000;0.15106;      -0.21667;     20.00000;-1.166402e-003;1.00000
20.49900; 96.75000;0.14801;      -0.21667;     20.00000;-1.163907e-003;1.00000
20.48300; 96.80000;0.14954;      -0.21667;     20.00000;-1.162788e-003;1.00000
20.49300; 96.85000;0.14954;      -0.21667;     20.00000;-1.163989e-003;1.00000
20.49600; 96.90000;0.15182;      -0.21667;     20.00000;-1.168247e-003;1.00000
20.49000; 96.95000;0.15106;      -0.21666;     20.00000;-1.175416e-003;1.00000
20.50800; 97.00000;0.15106;      -0.21676;     20.00000;-1.184310e-003;1.00000
20.50500; 97.05000;0.14572;      -0.21676;     20.00000;-1.193239e-003;1.00000
20.49900; 97.10000;0.14725;      -0.21676;     20.00000;-1.200801e-003;1.00000
20.50200; 97.15000;0.14648;      -0.21676;     20.00000;-1.206372e-003;1.00000
20.52400; 97.20000;0.15030;      -0.21685;     20.00000;-1.209942e-003;1.00000
20.50200; 97.25000;0.14725;      -0.21685;     20.00000;-1.211538e-003;1.00000
20.49900; 97.30000;0.14801;      -0.21685;     20.00000;-1.211102e-003;1.00000
20.50300; 97.35000;0.14572;      -0.21695;     20.00000;-1.208774e-003;1.00000
20.49500; 97.40000;0.14648;      -0.21695;     20.00000;-1.205074e-003;1.00000
20.51400; 97.45000;0.14954;      -0.21695;     20.00000;-1.200790e-003;1.00000
20.50900; 97.50000;0.14877;      -0.21695;     20.00000;-1.196648e-003;1.00000
20.50300; 97.55000;0.14420;      -0.21705;     20.00000;-1.193019e-003;1.00000
20.50200; 97.60000;0.14496;      -0.21705;     20.00000;-1.189950e-003;1.00000
20.50700; 97.65000;0.14267;      -0.21705;     20.00000;-1.187423e-003;1.00000
20.49000; 97.70000;0.14420;      -0.21715;     20.00000;-1.185480e-003;1.00000
20.49000; 97.75000;0.14267;      -0.21715;     20.00000;-1.184190e-003;1.00000
20.50500; 97.80000;0.14038;      -0.21715;     20.00000;-1.183566e-003;1.00000
20.51000; 97.85000;0.13886;      -0.21715;     20.00000;-1.183534e-003;1.00000
20.49000; 97.90000;0.14191;      -0.21725;     20.00000;-1.183994e-003;1.00000
20.49700; 97.95000;0.13886;      -0.21725;     20.00000;-1.184929e-003;1.00000
20.51700; 98.00000;0.14038;      -0.21725;     20.00000;-1.186442e-003;1.00000
20.50100; 98.05000;0.14267;      -0.21735;     20.00000;-1.188629e-003;1.00000
20.48800; 98.10000;0.14572;      -0.21735;     20.00000;-1.191393e-003;1.00000
20.51300; 98.15000;0.14038;      -0.21735;     20.00000;-1.194399e-003;1.00000
20.49900; 98.20000;0.14114;      -0.21734;     20.00000;-1.197205e-003;1.00000
20.51300; 98.25000;0.13962;      -0.21744;     20.00000;-1.199496e-003;1.00000
20.49800; 98.30000;0.14343;      -0.21744;     20.00000;-1.201231e-003;1.00000
20.49500; 98.35000;0.14572;      -0.21744;     20.00000;-1.202598e-003;1.00000
20.49900; 98.40000;0.14191;      -0.21754;     20.00000;-1.203815e-003;1.00000
20.50400; 98.45000;0.13733;      -0.21754;     20.00000;-1.205015e-003;1.00000
20.50000; 98.50000;0.13886;      -0.21754;     20.00000;-1.206232e-003;1.00000
20.49400; 98.55000;0.13886;      -0.21764;     20.00000;-1.207468e-003;1.00000
20.49900; 98.60000;0.13886;      -0.21764;     20.00000;-1.208786e-003;1.00000
20.49900; 98.65000;0.13428;      -0.21764;     20.00000;-1.210354e-003;1.00000
20.51300; 98.70000;0.13657;      -0.21764;     20.00000;-1.212385e-003;1.00000
20.49600; 98.75000;0.13657;      -0.21774;     20.00000;-1.214960e-003;1.00000
20.49000; 98.80000;0.13580;      -0.21774;     20.00000;-1.217902e-003;1.00000
20.49600; 98.85000;0.13580;      -0.21774;     20.00000;-1.220845e-003;1.00000
20.51200; 98.90000;0.13809;      -0.21784;     20.00000;-1.223418e-003;1.00000
20.50100; 98.95000;0.13809;      -0.21784;     20.00000;-1.225436e-003;1.00000
20.48900; 99.00000;0.14038;      -0.21784;     20.00000;-1.226952e-003;1.00000
20.49600; 99.05000;0.13886;      -0.21784;     20.00000;-1.228157e-003;1.00000
20.49500; 99.10000;0.13809;      -0.21794;     20.00000;-1.229217e-003;1.00000
20.49500; 99.15000;0.13733;      -0.21794;     20.00000;-1.230229e-003;1.00000
20.49800; 99.20000;0.13504;      -0.21794;     20.00000;-1.231233e-003;1.00000
20.50000; 99.25000;0.13580;      -0.21804;     20.00000;-1.232229e-003;1.00000
20.51400; 99.30000;0.13428;      -0.21803;     20.00000;-1.233195e-003;1.00000
20.49700; 99.35000;0.13504;      -0.21803;     20.00000;-1.234077e-003;1.00000
20.48600; 99.40000;0.13657;      -0.21803;     20.00000;-1.234773e-003;1.00000
20.49100; 99.45000;0.13886;      -0.21813;     20.00000;-1.235158e-003;1.00000
20.48500; 99.50000;0.13580;      -0.21813;     20.00000;-1.235145e-003;1.00000
20.47500; 99.55000;0.13428;      -0.21813;     20.00000;-1.234737e-003;1.00000
20.50800; 99.60000;0.13275;      -0.21823;     20.00000;-1.234016e-003;1.00000
20.48300; 99.65000;0.13123;      -0.21823;     20.00000;-1.233075e-003;1.00000
20.49200; 99.70000;0.13504;      -0.21822;     20.00000;-1.231946e-003;1.00000
20.49200; 99.75000;0.12970;      -0.21822;     20.00000;-1.230583e-003;1.00000
20.49400; 99.80000;0.13657;      -0.21832;     20.00000;-1.228929e-003;1.00000
20.49700; 99.85000;0.13199;      -0.21832;     20.00000;-1.227016e-003;1.00000
20.49900; 99.90000;0.13428;      -0.21832;     20.00000;-1.224988e-003;1.00000
20.49600; 99.95000;0.13123;      -0.21842;     20.00000;-1.223034e-003;1.00000
20.50200;100.00000;0.13046;      -0.21842;     20.00000;-1.221301e-003;1.00000
20.51500;100.05000;0.12741;      -0.21841;     20.00000;-1.219834e-003;1.00000
20.49100;100.10000;0.12589;      -0.21861;     20.00000;-1.218582e-003;1.00000
20.50100;100.15000;0.12817;      -0.21861;     20.00000;-1.217451e-003;1.00000
20.51100;100.20000;0.12970;      -0.21871;     20.00000;-1.216345e-003;1.00000
20.49500;100.25000;0.13046;      -0.21871;     20.00000;-1.215195e-003;1.00000
20.49700;100.30000;0.13046;      -0.21871;     20.00000;-1.213972e-003;1.00000
20.48700;100.35000;0.12970;      -0.21881;     20.00000;-1.212691e-003;1.00000
20.50000;100.40000;0.13504;      -0.21881;     20.00000;-1.211389e-003;1.00000
20.49100;100.45000;0.12512;      -0.21881;     20.00000;-1.210106e-003;1.00000
20.49900;100.50000;0.12665;      -0.21891;     20.00000;-1.208880e-003;1.00000
20.51300;100.55000;0.12741;      -0.21891;     20.00000;-1.207725e-003;1.00000
20.48000;100.60000;0.12589;      -0.21891;     20.00000;-1.206620e-003;1.00000
20.49400;100.65000;0.12970;      -0.21901;     20.00000;-1.205516e-003;1.00000
20.49900;100.70000;0.12512;      -0.21900;     20.00000;-1.204366e-003;1.00000
20.50000;100.75000;0.12436;      -0.21900;     20.00000;-1.203150e-003;1.00000
20.47400;100.80000;0.12817;      -0.21910;     20.00000;-1.201888e-003;1.00000
20.48000;100.85000;0.12512;      -0.21910;     20.00000;-1.200630e-003;1.00000
20.47800;100.90000;0.12817;      -0.21920;     20.00000;-1.199427e-003;1.00000
20.49000;100.95000;0.12894;      -0.21919;     20.00000;-1.198313e-003;1.00000
20.47500;101.00000;0.12589;      -0.21919;     20.00000;-1.197292e-003;1.00000
20.47500;101.05000;0.13199;      -0.21929;     20.00000;-1.196354e-003;1.00000
20.47000;101.10000;0.12817;      -0.21929;     20.00000;-1.195483e-003;1.00000
20.47400;101.15000;0.12817;      -0.21929;     20.00000;-1.194670e-003;1.00000
20.47900;101.20000;0.12894;      -0.21939;     20.00000;-1.193905e-003;1.00000
20.48700;101.25000;0.13123;      -0.21939;     20.00000;-1.193174e-003;1.00000
20.48300;101.30000;0.12741;      -0.21939;     20.00000;-1.192451e-003;1.00000
20.47900;101.35000;0.13123;      -0.21949;     20.00000;-1.191721e-003;1.00000
20.47200;101.40000;0.13199;      -0.21949;     20.00000;-1.190999e-003;1.00000
20.46800;101.45000;0.12894;      -0.21949;     20.00000;-1.190324e-003;1.00000
20.46900;101.50000;0.13123;      -0.21959;     20.00000;-1.189723e-003;1.00000
20.48300;101.55000;0.13046;      -0.21958;     20.00000;-1.189174e-003;1.00000
20.47300;101.60000;0.13809;      -0.21958;     20.00000;-1.188596e-003;1.00000
20.49600;101.65000;0.13504;      -0.21968;     20.00000;-1.187885e-003;1.00000
20.47900;101.70000;0.13733;      -0.21968;     20.00000;-1.186949e-003;1.00000
20.48400;101.75000;0.13428;      -0.22018;     20.00000;-1.185740e-003;1.00000
20.48800;101.80000;0.13351;      -0.22078;     20.00000;-1.184264e-003;1.00000
20.47700;101.85000;0.13504;      -0.22108;     20.00000;-1.182568e-003;1.00000
20.48800;101.90000;0.13886;      -0.22128;     20.00000;-1.180701e-003;1.00000
20.47000;101.95000;0.13504;      -0.22148;     20.00000;-1.178694e-003;1.00000
20.46500;102.00000;0.13886;      -0.22158;     20.00000;-1.176566e-003;1.00000
20.48100;102.05000;0.13962;      -0.22157;     20.00000;-1.174374e-003;1.00000
20.47600;102.10000;0.14038;      -0.22157;     20.00000;-1.172320e-003;1.00000
20.49000;102.15000;0.14191;      -0.22157;     20.00000;-1.170787e-003;1.00000
20.48000;102.20000;0.13962;      -0.22167;     20.00000;-1.170290e-003;1.00000
20.47800;102.25000;0.13657;      -0.22177;     20.00000;-1.171308e-003;1.00000
20.47500;102.30000;0.14191;      -0.22187;     20.00000;-1.173979e-003;1.00000
20.47900;102.35000;0.14038;      -0.22197;     20.00000;-1.177939e-003;1.00000
20.47800;102.40000;0.14114;      -0.22207;     20.00000;-1.182454e-003;1.00000
20.47900;102.45000;0.14191;      -0.22227;     20.00000;-1.186771e-003;1.00000
20.49400;102.50000;0.14343;      -0.22237;     20.00000;-1.190449e-003;1.00000
20.48900;102.55000;0.14343;      -0.22247;     20.00000;-1.193469e-003;1.00000
20.47100;102.60000;0.14496;      -0.22257;     20.00000;-1.196042e-003;1.00000
20.50100;102.65000;0.14420;      -0.22256;     20.00000;-1.198325e-003;1.00000
20.47500;102.70000;0.14343;      -0.22256;     20.00000;-1.200330e-003;1.00000
20.47900;102.75000;0.14801;      -0.22256;     20.00000;-1.201981e-003;1.00000
20.47100;102.80000;0.14191;      -0.22256;     20.00000;-1.203248e-003;1.00000
20.48400;102.85000;0.14572;      -0.22256;     20.00000;-1.204321e-003;1.00000
20.48600;102.90000;0.14648;      -0.22256;     20.00000;-1.205653e-003;1.00000
20.49500;102.95000;0.14954;      -0.22256;     20.00000;-1.207703e-003;1.00000
20.48400;103.00000;0.14801;      -0.22255;     20.00000;-1.210613e-003;1.00000
20.50100;103.05000;0.14648;      -0.22255;     20.00000;-1.214047e-003;1.00000
20.49300;103.10000;0.14725;      -0.22255;     20.00000;-1.217327e-003;1.00000
20.48700;103.15000;0.14572;      -0.22255;     20.00000;-1.219805e-003;1.00000
20.48700;103.20000;0.14648;      -0.22255;     20.00000;-1.221192e-003;1.00000
20.49600;103.25000;0.14725;      -0.22255;     20.00000;-1.221591e-003;1.00000
20.48900;103.30000;0.15030;      -0.22265;     20.00000;-1.221312e-003;1.00000
20.48700;103.35000;0.15030;      -0.22265;     20.00000;-1.220685e-003;1.00000
20.49500;103.40000;0.15106;      -0.22385;     20.00000;-1.219942e-003;1.00000
20.50300;103.45000;0.14801;      -0.22475;     20.00000;-1.219190e-003;1.00000
20.49000;103.50000;0.14954;      -0.22535;     20.00000;-1.218460e-003;1.00000
20.50000;103.55000;0.15106;      -0.22585;     20.00000;-1.217730e-003;1.00000
20.49000;103.60000;0.14877;      -0.22605;     20.00000;-1.216975e-003;1.00000
20.50000;103.65000;0.15182;      -0.22605;     20.00000;-1.216191e-003;1.00000
20.49400;103.70000;0.14877;      -0.22605;     20.00000;-1.215388e-003;1.00000
20.48300;103.75000;0.15411;      -0.22605;     20.00000;-1.214586e-003;1.00000
20.50000;103.80000;0.15411;      -0.22605;     20.00000;-1.213756e-003;1.00000
20.48700;103.85000;0.15488;      -0.22605;     20.00000;-1.212791e-003;1.00000
20.48900;103.90000;0.15335;      -0.22604;     20.00000;-1.211491e-003;1.00000
20.49600;103.95000;0.15106;      -0.22604;     20.00000;-1.209599e-003;1.00000
20.50500;104.00000;0.14954;      -0.22604;     20.00000;-1.206966e-003;1.00000
20.49100;104.05000;0.15488;      -0.22604;     20.00000;-1.203710e-003;1.00000
20.51200;104.10000;0.15411;      -0.22604;     20.00000;-1.200232e-003;1.00000
20.49100;104.15000;0.15717;      -0.22604;     20.00000;-1.197035e-003;1.00000
20.50900;104.20000;0.15411;      -0.22604;     20.00000;-1.194529e-003;1.00000
20.50100;104.25000;0.15335;      -0.22604;     20.00000;-1.192930e-003;1.00000
20.49800;104.30000;0.15182;      -0.22604;     20.00000;-1.192273e-003;1.00000
20.49100;104.35000;0.15411;      -0.22604;     20.00000;-1.192518e-003;1.00000
20.49600;104.40000;0.15335;      -0.22604;     20.00000;-1.193557e-003;1.00000
20.50500;104.45000;0.15869;      -0.22603;     20.00000;-1.195188e-003;1.00000
20.50100;104.50000;0.15793;      -0.22603;     20.00000;-1.197124e-003;1.00000
20.50200;104.55000;0.15488;      -0.22603;     20.00000;-1.199068e-003;1.00000
20.50300;104.60000;0.15335;      -0.22603;     20.00000;-1.200769e-003;1.00000
20.50400;104.65000;0.15717;      -0.22603;     20.00000;-1.202072e-003;1.00000
20.50700;104.70000;0.15945;      -0.22603;     20.00000;-1.202939e-003;1.00000
20.50600;104.75000;0.15869;      -0.22603;     20.00000;-1.203432e-003;1.00000
20.50200;104.80000;0.15335;      -0.22603;     20.00000;-1.203661e-003;1.00000
20.51000;104.85000;0.15411;      -0.22603;     20.00000;-1.203741e-003;1.00000
20.50900;104.90000;0.15335;      -0.22603;     20.00000;-1.203754e-003;1.00000
20.50800;104.95000;0.15106;      -0.22603;     20.00000;-1.203746e-003;1.00000
20.50300;105.00000;0.15411;      -0.22603;     20.00000;-1.203735e-003;1.00000
20.51000;105.05000;0.15564;      -0.22603;     20.00000;-1.203727e-003;1.00000
20.51500;105.10000;0.15259;      -0.22602;     20.00000;-1.203717e-003;1.00000
20.51100;105.15000;0.15564;      -0.22602;     20.00000;-1.203693e-003;1.00000
20.51200;105.20000;0.15259;      -0.22602;     20.00000;-1.203625e-003;1.00000
20.50500;105.25000;0.16022;      -0.22602;     20.00000;-1.203474e-003;1.00000
20.49600;105.30000;0.15335;      -0.22602;     20.00000;-1.203208e-003;1.00000
20.49600;105.35000;0.15640;      -0.22602;     20.00000;-1.202818e-003;1.00000
20.50100;105.40000;0.15411;      -0.22602;     20.00000;-1.202334e-003;1.00000
20.51000;105.45000;0.15335;      -0.22602;     20.00000;-1.201808e-003;1.00000
20.50100;105.50000;0.15335;      -0.22602;     20.00000;-1.201281e-003;1.00000
20.50200;105.55000;0.14496;      -0.22602;     20.00000;-1.200759e-003;1.00000
20.50900;105.60000;0.14877;      -0.22602;     20.00000;-1.200164e-003;1.00000
20.49500;105.65000;0.15488;      -0.22602;     20.00000;-1.199308e-003;1.00000
20.50200;105.70000;0.15106;      -0.22602;     20.00000;-1.197851e-003;1.00000
20.50800;105.75000;0.15259;      -0.22602;     20.00000;-1.195378e-003;1.00000
20.50700;105.80000;0.15182;      -0.22602;     20.00000;-1.191699e-003;1.00000
20.49900;105.85000;0.15335;      -0.22602;     20.00000;-1.187091e-003;1.00000
20.50400;105.90000;0.14954;      -0.22602;     20.00000;-1.182230e-003;1.00000
20.49700;105.95000;0.15335;      -0.22602;     20.00000;-1.177844e-003;1.00000
20.50000;106.00000;0.15335;      -0.22601;     20.00000;-1.174331e-003;1.00000
20.52500;106.05000;0.15488;      -0.22601;     20.00000;-1.171615e-003;1.00000
20.49100;106.10000;0.14725;      -0.22611;     20.00000;-1.169330e-003;1.00000
20.52500;106.15000;0.14954;      -0.22610;     20.00000;-1.167081e-003;1.00000
20.52200;106.20000;0.14877;      -0.22610;     20.00000;-1.164550e-003;1.00000
20.52500;106.25000;0.14648;      -0.22620;     20.00000;-1.161569e-003;1.00000
20.51100;106.30000;0.15106;      -0.22620;     20.00000;-1.158203e-003;1.00000
20.52000;106.35000;0.14877;      -0.22620;     20.00000;-1.154744e-003;1.00000
20.51700;106.40000;0.14496;      -0.22630;     20.00000;-1.151588e-003;1.00000
20.52500;106.45000;0.14420;      -0.22630;     20.00000;-1.149020e-003;1.00000
20.50400;106.50000;0.13886;      -0.22640;     20.00000;-1.147078e-003;1.00000
20.52100;106.55000;0.14191;      -0.22640;     20.00000;-1.145595e-003;1.00000
20.50300;106.60000;0.14420;      -0.22640;     20.00000;-1.144356e-003;1.00000
20.52800;106.65000;0.14191;      -0.22650;     20.00000;-1.143222e-003;1.00000
20.53300;106.70000;0.14496;      -0.22649;     20.00000;-1.142179e-003;1.00000
20.53000;106.75000;0.14343;      -0.22649;     20.00000;-1.141328e-003;1.00000
20.50600;106.80000;0.14191;      -0.22659;     20.00000;-1.140886e-003;1.00000
20.52700;106.85000;0.14496;      -0.22659;     20.00000;-1.141176e-003;1.00000
20.49700;106.90000;0.14114;      -0.22669;     20.00000;-1.142440e-003;1.00000
20.51700;106.95000;0.14114;      -0.22669;     20.00000;-1.144620e-003;1.00000
20.52000;107.00000;0.13886;      -0.22669;     20.00000;-1.147323e-003;1.00000
20.51600;107.05000;0.14114;      -0.22679;     20.00000;-1.149994e-003;1.00000
20.53200;107.10000;0.13733;      -0.22679;     20.00000;-1.152212e-003;1.00000
20.50900;107.15000;0.14343;      -0.22679;     20.00000;-1.153879e-003;1.00000
20.51300;107.20000;0.13962;      -0.22689;     20.00000;-1.155158e-003;1.00000
20.49900;107.25000;0.13886;      -0.22689;     20.00000;-1.156246e-003;1.00000
20.51900;107.30000;0.13962;      -0.22699;     20.00000;-1.157287e-003;1.00000
20.53800;107.35000;0.14114;      -0.22698;     20.00000;-1.158373e-003;1.00000
20.51800;107.40000;0.13809;      -0.22698;     20.00000;-1.159570e-003;1.00000
20.51200;107.45000;0.13962;      -0.22708;     20.00000;-1.160953e-003;1.00000
20.51600;107.50000;0.14191;      -0.22708;     20.00000;-1.162605e-003;1.00000
20.52100;107.55000;0.13886;      -0.22708;     20.00000;-1.164637e-003;1.00000
20.49800;107.60000;0.13962;      -0.22718;     20.00000;-1.167200e-003;1.00000
20.51800;107.65000;0.13733;      -0.22718;     20.00000;-1.170396e-003;1.00000
20.51200;107.70000;0.14114;      -0.22728;     20.00000;-1.174149e-003;1.00000
20.50700;107.75000;0.14114;      -0.22728;     20.00000;-1.178191e-003;1.00000
20.49300;107.80000;0.14191;      -0.22727;     20.00000;-1.182146e-003;1.00000
20.53200;107.85000;0.14420;      -0.22737;     20.00000;-1.185705e-003;1.00000
20.52700;107.90000;0.14114;      -0.22737;     20.00000;-1.188729e-003;1.00000
20.52700;107.95000;0.14191;      -0.22747;     20.00000;-1.191196e-003;1.00000
20.53200;108.00000;0.13962;      -0.22747;     20.00000;-1.193043e-003;1.00000
20.51700;108.05000;0.14572;      -0.22747;     20.00000;-1.194128e-003;1.00000
20.50400;108.10000;0.14420;      -0.22757;     20.00000;-1.194240e-003;1.00000
20.52100;108.15000;0.14038;      -0.22756;     20.00000;-1.193160e-003;1.00000
20.53600;108.20000;0.14572;      -0.22756;     20.00000;-1.190849e-003;1.00000
20.53200;108.25000;0.14114;      -0.22766;     20.00000;-1.187557e-003;1.00000
20.51900;108.30000;0.13657;      -0.22766;     20.00000;-1.183773e-003;1.00000
20.52300;108.35000;0.13580;      -0.22776;     20.00000;-1.180057e-003;1.00000
20.51100;108.40000;0.13657;      -0.22776;     20.00000;-1.176849e-003;1.00000
20.53300;108.45000;0.13733;      -0.22796;     20.00000;-1.174360e-003;1.00000
20.52500;108.50000;0.14191;      -0.22796;     20.00000;-1.172594e-003;1.00000
20.51600;108.55000;0.14191;      -0.22806;     20.00000;-1.171465e-003;1.00000
20.51900;108.60000;0.14114;      -0.22806;     20.00000;-1.170835e-003;1.00000
20.51400;108.65000;0.14496;      -0.22816;     20.00000;-1.170534e-003;1.00000
20.53200;108.70000;0.13962;      -0.22816;     20.00000;-1.170399e-003;1.00000
20.52200;108.75000;0.13275;      -0.22826;     20.00000;-1.170292e-003;1.00000
20.51200;108.80000;0.13809;      -0.22826;     20.00000;-1.170107e-003;1.00000
20.51200;108.85000;0.13962;      -0.22826;     20.00000;-1.169768e-003;1.00000
20.50800;108.90000;0.13657;      -0.22835;     20.00000;-1.169245e-003;1.00000
20.51200;108.95000;0.13809;      -0.22835;     20.00000;-1.168544e-003;1.00000
20.51600;109.00000;0.13580;      -0.22845;     20.00000;-1.167691e-003;1.00000
20.52500;109.05000;0.13809;      -0.22845;     20.00000;-1.166723e-003;1.00000
20.50600;109.10000;0.13428;      -0.22845;     20.00000;-1.165669e-003;1.00000
20.51600;109.15000;0.14114;      -0.22855;     20.00000;-1.164547e-003;1.00000
20.52900;109.20000;0.14114;      -0.22855;     20.00000;-1.163359e-003;1.00000
20.51200;109.25000;0.13504;      -0.22865;     20.00000;-1.162099e-003;1.00000
20.51400;109.30000;0.13580;      -0.22865;     20.00000;-1.160818e-003;1.00000
20.51100;109.35000;0.14038;      -0.22875;     20.00000;-1.159699e-003;1.00000
20.52200;109.40000;0.13504;      -0.22875;     20.00000;-1.159028e-003;1.00000
20.50300;109.45000;0.13657;      -0.22874;     20.00000;-1.158996e-003;1.00000
20.51200;109.50000;0.13657;      -0.22884;     20.00000;-1.159515e-003;1.00000
20.50200;109.55000;0.13428;      -0.22884;     20.00000;-1.160217e-003;1.00000
20.49500;109.60000;0.13657;      -0.22894;     20.00000;-1.160638e-003;1.00000
20.51400;109.65000;0.14038;      -0.22894;     20.00000;-1.160502e-003;1.00000
20.50900;109.70000;0.13580;      -0.22894;     20.00000;-1.159855e-003;1.00000
20.50600;109.75000;0.13886;      -0.22904;     20.00000;-1.158978e-003;1.00000
20.49900;109.80000;0.13886;      -0.22904;     20.00000;-1.158164e-003;1.00000
20.52300;109.85000;0.13809;      -0.22914;     20.00000;-1.157594e-003;1.00000
20.51400;109.90000;0.13886;      -0.22914;     20.00000;-1.157285e-003;1.00000
20.51400;109.95000;0.13580;      -0.22913;     20.00000;-1.157152e-003;1.00000
20.51700;110.00000;0.13504;      -0.22923;     20.00000;-1.157106e-003;1.00000
20.50500;110.05000;0.13733;      -0.22923;     20.00000;-1.157094e-003;1.00000
20.51100;110.10000;0.13275;      -0.22933;     20.00000;-1.157092e-003;1.00000
20.49500;110.15000;0.13733;      -0.22933;     20.00000;-1.157098e-003;1.00000
20.50000;110.20000;0.13428;      -0.22983;     20.00000;-1.157109e-003;1.00000
20.51300;110.25000;0.13428;      -0.23003;     20.00000;-1.157125e-003;1.00000
20.52500;110.30000;0.13351;      -0.23003;     20.00000;-1.157141e-003;1.00000
20.50400;110.35000;0.12970;      -0.23013;     20.00000;-1.157157e-003;1.00000
20.51800;110.40000;0.13351;      -0.23013;     20.00000;-1.157176e-003;1.00000
20.51600;110.45000;0.13504;      -0.23062;     20.00000;-1.157211e-003;1.00000
20.51000;110.50000;0.12970;      -0.23192;     20.00000;-1.157290e-003;1.00000
20.50500;110.55000;0.13123;      -0.23242;     20.00000;-1.157450e-003;1.00000
20.52300;110.60000;0.13351;      -0.23282;     20.00000;-1.157727e-003;1.00000
20.51300;110.65000;0.12894;      -0.23322;     20.00000;-1.158132e-003;1.00000
20.49000;110.70000;0.13046;      -0.23352;     20.00000;-1.158653e-003;1.00000
20.50500;110.75000;0.13046;      -0.23382;     20.00000;-1.159253e-003;1.00000
20.49800;110.80000;0.13123;      -0.23392;     20.00000;-1.159896e-003;1.00000
20.50300;110.85000;0.12894;      -0.23392;     20.00000;-1.160556e-003;1.00000
20.49800;110.90000;0.13123;      -0.23391;     20.00000;-1.161227e-003;1.00000
20.50000;110.95000;0.12970;      -0.23391;     20.00000;-1.161928e-003;1.00000
20.50400;111.00000;0.12741;      -0.23391;     20.00000;-1.162707e-003;1.00000
20.51100;111.05000;0.13123;      -0.23391;     20.00000;-1.163644e-003;1.00000
