#EXPORTTYPE:DATA ALL
#FILE:0wt10hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:0wt10hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:18.03.2021 13:55
#CORR. FILE:correction 10kmin.ngb-bs3
#TEMPCAL:2021 CAL T 10KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 10KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:0wt10hr
#SAMPLE MASS /mg:10.4280
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:139.0665
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/10,0(K/min)/800°C
#SEGMENT:S2/2
#SEG. 2:25°C/10,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW)
 24.99500; 30.16750; 2.895610e-002;94.03337;80.00000;20.00000;0.83380
 24.99200; 30.17750; 2.895610e-002;94.03337;80.00000;20.00000;0.83380
 24.98700; 30.18750; 3.018448e-002;94.04200;80.00000;20.00000;0.83380
 24.99800; 30.19750; 2.904388e-002;94.02762;80.00000;20.00000;0.83380
 24.98100; 30.20750; 3.018448e-002;94.04200;80.00000;20.00000;0.83380
 24.98700; 30.21750; 3.018448e-002;94.04200;80.00000;20.00000;0.83380
 24.99000; 30.22750; 2.886826e-002;94.03433;80.00000;20.00000;0.83380
 24.99800; 30.23750; 2.904388e-002;94.02762;80.00000;20.00000;0.83380
 24.99300; 30.24750; 2.895610e-002;94.03337;80.00000;20.00000;0.83380
 24.99800; 30.25750; 2.904388e-002;94.02762;80.00000;20.00000;0.83380
 24.98600; 30.26750; 3.018448e-002;94.04200;80.00000;20.00000;0.83380
 25.00800; 30.27750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 24.98700; 30.28750; 3.018448e-002;94.04200;80.00000;20.00000;0.83380
 24.99900; 30.29750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 24.99800; 30.30750; 2.904388e-002;94.02762;80.00000;20.00000;0.83380
 25.00500; 30.31750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 25.01400; 30.32750; 2.913180e-002;94.01227;80.00000;20.00000;0.83380
 25.00700; 30.33750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 25.00800; 30.34750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 25.00800; 30.35750; 2.904399e-002;94.01515;80.00000;20.00000;0.83380
 25.02100; 30.36750; 2.851765e-002;93.99405;80.00000;20.00000;0.83379
 25.02100; 30.37750; 2.851765e-002;93.99405;80.00000;20.00000;0.83379
 25.02700; 30.38750; 2.860546e-002;93.99214;80.00000;20.00000;0.83379
 25.01900; 30.39750; 2.851765e-002;93.99693;80.00000;20.00000;0.83379
 25.03000; 30.40750; 2.781577e-002;93.98734;80.00000;20.00000;0.83379
 25.03900; 30.41750; 2.764036e-002;93.98638;80.00000;20.00000;0.83379
 25.04800; 30.42750; 2.799145e-002;93.98542;80.00000;20.00000;0.83379
 25.06400; 30.43750; 2.755287e-002;93.98542;80.00000;20.00000;0.83378
 25.06800; 30.44750; 2.649993e-002;93.98446;80.00000;20.00000;0.83378
 25.06800; 30.45750; 2.649993e-002;93.98446;80.00000;20.00000;0.83378
 25.07600; 30.46750; 2.632451e-002;93.98351;80.00000;20.00000;0.83378
 25.09400; 30.47750; 2.597369e-002;93.98255;80.00000;20.00000;0.83377
 25.07500; 30.48750; 2.632451e-002;93.98351;80.00000;20.00000;0.83378
 25.09400; 30.49750; 2.597369e-002;93.98255;80.00000;20.00000;0.83377
 25.10300; 30.50750; 2.623702e-002;93.98926;80.00000;20.00000;0.83377
 25.11300; 30.51750; 2.650037e-002;93.99310;80.00000;20.00000;0.83377
 25.12200; 30.52750; 2.667596e-002;93.99597;80.00000;20.00000;0.83376
 25.13400; 30.53750; 2.658832e-002;93.99885;80.00000;20.00000;0.83376
 25.14500; 30.54750; 2.623743e-002;94.00077;80.00000;20.00000;0.83376
 25.14800; 30.55750; 2.614971e-002;94.00269;80.00000;20.00000;0.83376
 25.16500; 30.56750; 2.597437e-002;94.00364;80.00000;20.00000;0.83375
 25.18300; 30.57750; 2.579903e-002;94.00364;80.00000;20.00000;0.83374
 25.18900; 30.58750; 2.615010e-002;94.00364;80.00000;20.00000;0.83374
 25.19400; 30.59750; 2.615015e-002;94.00460;80.00000;20.00000;0.83374
 25.22200; 30.60750; 2.579940e-002;94.00460;80.00000;20.00000;0.83373
 25.21900; 30.61750; 2.579940e-002;94.00460;80.00000;20.00000;0.83373
 25.23200; 30.62750; 2.553624e-002;94.00940;80.00000;20.00000;0.83373
 25.24100; 30.63750; 2.527306e-002;94.01036;80.00000;20.00000;0.83373
 25.25200; 30.64750; 2.536092e-002;94.00364;80.00000;20.00000;0.83372
 25.27300; 30.65750; 2.492234e-002;93.99693;80.00000;20.00000;0.83372
 25.29000; 30.66750; 2.430821e-002;93.99310;80.00000;20.00000;0.83371
 25.30800; 30.67750; 2.422061e-002;93.99885;80.00000;20.00000;0.83371
 25.33100; 30.68750; 2.395755e-002;94.00077;80.00000;20.00000;0.83370
 25.34300; 30.69750; 2.395765e-002;93.99405;80.00000;20.00000;0.83370
 25.35700; 30.70750; 2.387002e-002;93.98830;80.00000;20.00000;0.83369
 25.36300; 30.71750; 2.422110e-002;93.98734;80.00000;20.00000;0.83369
 25.40500; 30.72750; 2.378268e-002;93.98159;80.00000;20.00000;0.83368
 25.40600; 30.73750; 2.334389e-002;93.97679;80.00000;20.00000;0.83368
 25.43000; 30.74750; 2.378289e-002;93.98159;80.00000;20.00000;0.83367
 25.45200; 30.75750; 2.387085e-002;93.98830;80.00000;20.00000;0.83366
 25.47200; 30.76750; 2.369550e-002;93.99022;80.00000;20.00000;0.83366
 25.48100; 30.77750; 2.316901e-002;93.98830;80.00000;20.00000;0.83365
 25.49900; 30.78750; 2.290588e-002;93.98159;80.00000;20.00000;0.83365
 25.53900; 30.79750; 2.255516e-002;93.97775;80.00000;20.00000;0.83364
 25.55300; 30.80750; 2.211646e-002;93.98063;80.00000;20.00000;0.83363
 25.57000; 30.81750; 2.202883e-002;93.97679;80.00000;20.00000;0.83363
 25.59600; 30.82750; 2.220457e-002;93.97008;80.00000;20.00000;0.83362
 25.60800; 30.83750; 2.238020e-002;93.97200;80.00000;20.00000;0.83361
 25.64000; 30.84750; 2.194163e-002;93.97775;80.00000;20.00000;0.83361
 25.67500; 30.85750; 2.141531e-002;93.97583;80.00000;20.00000;0.83359
 25.70100; 30.86750; 2.088890e-002;93.97392;80.00000;20.00000;0.83359
 25.71600; 30.87750; 2.088901e-002;93.96912;80.00000;20.00000;0.83358
 25.73800; 30.88750; 2.062587e-002;93.97296;80.00000;20.00000;0.83358
 25.76800; 30.89750; 2.036279e-002;93.97392;80.00000;20.00000;0.83357
 25.80000; 30.90750; 2.062634e-002;93.95953;80.00000;20.00000;0.83356
 25.82200; 30.91750; 2.053874e-002;93.96433;80.00000;20.00000;0.83355
 25.85500; 30.92750; 2.027567e-002;93.96912;80.00000;20.00000;0.83354
 25.88600; 30.93750; 1.974925e-002;93.97296;80.00000;20.00000;0.83353
 25.90000; 30.94750; 1.957380e-002;93.97967;80.00000;20.00000;0.83353
 25.94700; 30.95750; 1.957414e-002;93.97679;80.00000;20.00000;0.83351
 25.97600; 30.96750; 1.948657e-002;93.97488;80.00000;20.00000;0.83350
 26.00000; 30.97750; 1.948674e-002;93.97583;80.00000;20.00000;0.83349
 26.03800; 30.98750; 1.931146e-002;93.97775;80.00000;20.00000;0.83348
 26.06400; 30.99750; 1.922386e-002;93.97392;80.00000;20.00000;0.83348
 26.08100; 31.00750; 1.904842e-002;93.98063;80.00000;20.00000;0.83347
 26.13900; 31.01750; 1.869769e-002;93.99789;80.00000;20.00000;0.83345
 26.16500; 31.02750; 1.896122e-002;93.98542;80.00000;20.00000;0.83344
 26.17400; 31.03750; 1.887350e-002;93.98446;80.00000;20.00000;0.83344
 26.22300; 31.04750; 1.825934e-002;93.98351;80.00000;20.00000;0.83343
 26.26700; 31.05750; 1.825964e-002;93.97679;80.00000;20.00000;0.83341
 26.30500; 31.06750; 1.808432e-002;93.97296;80.00000;20.00000;0.83340
 26.32800; 31.07750; 1.790889e-002;93.98159;80.00000;20.00000;0.83339
 26.36300; 31.08750; 1.738238e-002;93.97008;80.00000;20.00000;0.83338
 26.40300; 31.09750; 1.685590e-002;93.97008;80.00000;20.00000;0.83337
 26.44700; 31.10750; 1.632941e-002;93.96241;80.00000;20.00000;0.83336
 26.47300; 31.11750; 1.641736e-002;93.96049;80.00000;20.00000;0.83335
 26.51600; 31.12750; 1.624203e-002;93.95570;80.00000;20.00000;0.83334
 26.54800; 31.13750; 1.589104e-002;93.95857;80.00000;20.00000;0.83333
 26.58600; 31.14750; 1.676923e-002;93.95953;80.00000;20.00000;0.83332
 26.63300; 31.15750; 1.668172e-002;93.94802;80.00000;20.00000;0.83330
 26.67200; 31.16750; 1.659416e-002;93.94323;80.00000;20.00000;0.83329
 26.71300; 31.17750; 1.606761e-002;93.96049;80.00000;20.00000;0.83328
 26.75200; 31.18750; 1.624344e-002;93.95090;80.00000;20.00000;0.83326
 26.79500; 31.19750; 1.606809e-002;93.94323;80.00000;20.00000;0.83325
 26.82700; 31.20750; 1.606828e-002;93.94131;80.00000;20.00000;0.83324
 26.88000; 31.21750; 1.606860e-002;93.94994;80.00000;20.00000;0.83323
 26.90700; 31.22750; 1.589314e-002;93.93843;80.00000;20.00000;0.83322
 26.97900; 31.23750; 1.694728e-002;93.93364;80.00000;20.00000;0.83319
 27.02000; 31.24750; 1.677192e-002;93.93748;80.00000;20.00000;0.83318
 27.06400; 31.25750; 1.536719e-002;93.94227;80.00000;20.00000;0.83317
 27.11000; 31.26750; 1.527964e-002;93.93652;80.00000;20.00000;0.83315
 27.15700; 31.27750; 1.659713e-002;93.92501;80.00000;20.00000;0.83314
 27.20500; 31.28750; 1.677306e-002;93.93076;80.00000;20.00000;0.83313
 27.25000; 31.29750; 1.633425e-002;93.92693;80.00000;20.00000;0.83311
 27.30700; 31.30750; 1.607113e-002;93.93652;80.00000;20.00000;0.83309
 27.34800; 31.31750; 1.563226e-002;93.93076;80.00000;20.00000;0.83308
 27.39400; 31.32750; 1.589600e-002;93.91542;80.00000;20.00000;0.83307
 27.45900; 31.33750; 1.563290e-002;93.92309;80.00000;20.00000;0.83305
 27.49100; 31.34750; 1.484265e-002;93.93268;80.00000;20.00000;0.83304
 27.55000; 31.35750; 1.484297e-002;93.93460;80.00000;20.00000;0.83302
 27.59100; 31.36750; 1.519452e-002;93.94131;80.00000;20.00000;0.83301
 27.65000; 31.37750; 1.580967e-002;93.94611;80.00000;20.00000;0.83299
 27.70500; 31.38750; 1.580999e-002;93.94227;80.00000;20.00000;0.83297
 27.74900; 31.39750; 1.563458e-002;93.94419;80.00000;20.00000;0.83296
 27.79300; 31.40750; 1.554700e-002;93.93652;80.00000;20.00000;0.83294
 27.85000; 31.41750; 1.502030e-002;93.93556;80.00000;20.00000;0.83293
 27.90800; 31.42750; 1.466926e-002;93.93268;80.00000;20.00000;0.83291
 27.97800; 31.43750; 1.475748e-002;93.93364;80.00000;20.00000;0.83289
 28.01400; 31.44750; 1.563611e-002;93.93172;80.00000;20.00000;0.83288
 28.07500; 31.45750; 1.554862e-002;93.92597;80.00000;20.00000;0.83286
 28.12800; 31.46750; 1.572462e-002;93.92021;80.00000;20.00000;0.83284
 28.18400; 31.47750; 1.581279e-002;93.91542;80.00000;20.00000;0.83282
 28.23100; 31.48750; 1.607662e-002;93.92789;80.00000;20.00000;0.83281
 28.29400; 31.49750; 1.563773e-002;93.92405;80.00000;20.00000;0.83279
 28.35100; 31.50750; 1.555021e-002;93.90583;80.00000;20.00000;0.83277
 28.41300; 31.51750; 1.598985e-002;93.90199;80.00000;20.00000;0.83275
 28.46700; 31.52750; 1.651731e-002;93.90199;80.00000;20.00000;0.83274
 28.53800; 31.53750; 1.722063e-002;93.88761;80.00000;20.00000;0.83271
 28.57900; 31.54750; 1.713303e-002;93.88569;80.00000;20.00000;0.83270
 28.64600; 31.55750; 1.651841e-002;93.88473;80.00000;20.00000;0.83268
 28.69900; 31.56750; 1.625514e-002;93.87802;80.00000;20.00000;0.83266
 28.75900; 31.57750; 1.722204e-002;93.86268;80.00000;20.00000;0.83265
 28.82600; 31.58750; 1.739821e-002;93.86939;80.00000;20.00000;0.83263
 28.88000; 31.59750; 1.722281e-002;93.85884;80.00000;20.00000;0.83261
 28.93300; 31.60750; 1.695953e-002;93.85405;80.00000;20.00000;0.83259
 29.01900; 31.61750; 1.722370e-002;93.86172;80.00000;20.00000;0.83257
 29.05500; 31.62750; 1.739968e-002;93.85021;80.00000;20.00000;0.83256
 29.10700; 31.63750; 1.801517e-002;93.84829;80.00000;20.00000;0.83254
 29.19100; 31.64750; 1.801574e-002;93.84062;80.00000;20.00000;0.83251
 29.25300; 31.65750; 1.854345e-002;93.83583;80.00000;20.00000;0.83249
 29.30700; 31.66750; 1.924691e-002;93.84638;80.00000;20.00000;0.83248
 29.36300; 31.67750; 1.933519e-002;93.85692;80.00000;20.00000;0.83246
 29.44900; 31.68750; 2.003893e-002;93.85405;80.00000;20.00000;0.83243
 29.50500; 31.69750; 1.995146e-002;93.85213;80.00000;20.00000;0.83242
 29.58100; 31.70750; 2.065518e-002;93.85596;80.00000;20.00000;0.83239
 29.62900; 31.71750; 2.100713e-002;93.86076;80.00000;20.00000;0.83238
 29.70700; 31.72750; 2.048035e-002;93.86555;80.00000;20.00000;0.83235
 29.75500; 31.73750; 2.074441e-002;93.86651;80.00000;20.00000;0.83234
 29.81700; 31.74750; 2.144811e-002;93.86651;80.00000;20.00000;0.83232
 29.88500; 31.75750; 2.197609e-002;93.86747;80.00000;20.00000;0.83230
 29.96600; 31.76750; 2.224047e-002;93.87131;80.00000;20.00000;0.83227
 30.02300; 31.77750; 2.259257e-002;93.87227;80.00000;20.00000;0.83226
 30.09700; 31.78750; 2.312066e-002;93.86747;80.00000;20.00000;0.83223
 30.14800; 31.79750; 2.347276e-002;93.87131;80.00000;20.00000;0.83222
 30.20100; 31.80750; 2.400071e-002;93.87610;80.00000;20.00000;0.83220
 30.27500; 31.81750; 2.444095e-002;93.87706;80.00000;20.00000;0.83218
 30.35400; 31.82750; 2.452959e-002;93.87706;80.00000;20.00000;0.83215
 30.41400; 31.83750; 2.479391e-002;93.87898;80.00000;20.00000;0.83213
 30.47400; 31.84750; 2.523408e-002;93.88090;80.00000;20.00000;0.83212
 30.55400; 31.85750; 2.514691e-002;93.88186;80.00000;20.00000;0.83209
 30.63500; 31.86750; 2.479595e-002;93.87994;80.00000;20.00000;0.83207
 30.70100; 31.87750; 2.576381e-002;93.88377;80.00000;20.00000;0.83204
 30.77000; 31.88750; 2.699554e-002;93.88473;80.00000;20.00000;0.83202
 30.84200; 31.89750; 2.646865e-002;93.87994;80.00000;20.00000;0.83200
 30.89300; 31.90750; 2.673296e-002;93.87514;80.00000;20.00000;0.83199
 30.97800; 31.91750; 2.752527e-002;93.86651;80.00000;20.00000;0.83196
 31.06000; 31.92750; 2.858143e-002;93.85980;80.00000;20.00000;0.83193
 31.11200; 31.93750; 2.831815e-002;93.86364;80.00000;20.00000;0.83192
 31.17000; 31.94750; 2.902234e-002;93.86364;80.00000;20.00000;0.83190
 31.25500; 31.95750; 3.016660e-002;93.85692;80.00000;20.00000;0.83187
 31.31900; 31.96750; 3.131069e-002;93.85980;80.00000;20.00000;0.83185
 31.40800; 31.97750; 3.113583e-002;93.86843;80.00000;20.00000;0.83183
 31.46900; 31.98750; 3.060880e-002;93.85980;80.00000;20.00000;0.83181
 31.55500; 31.99750; 3.078570e-002;93.84829;80.00000;20.00000;0.83178
 31.61600; 32.00750; 3.175398e-002;93.85213;80.00000;20.00000;0.83176
 31.68500; 32.01750; 3.263443e-002;93.85980;80.00000;20.00000;0.83174
 31.74800; 32.02750; 3.316300e-002;93.86076;80.00000;20.00000;0.83172
 31.81200; 32.03750; 3.325177e-002;93.86076;80.00000;20.00000;0.83170
 31.89900; 32.04750; 3.334082e-002;93.85980;80.00000;20.00000;0.83167
 31.96600; 32.05750; 3.395747e-002;93.85884;80.00000;20.00000;0.83165
 32.05000; 32.06750; 3.457437e-002;93.85884;80.00000;20.00000;0.83162
 32.11000; 32.07750; 3.483908e-002;93.85884;80.00000;20.00000;0.83161
 32.19800; 32.08750; 3.554407e-002;93.85405;80.00000;20.00000;0.83158
 32.26100; 32.09750; 3.607281e-002;93.85309;80.00000;20.00000;0.83156
 32.32500; 32.10750; 3.633763e-002;93.86268;80.00000;20.00000;0.83154
 32.41600; 32.11750; 3.677881e-002;93.86939;80.00000;20.00000;0.83151
 32.48300; 32.12750; 3.713169e-002;93.86747;80.00000;20.00000;0.83149
 32.56100; 32.13750; 3.783672e-002;93.86268;80.00000;20.00000;0.83147
 32.62900; 32.14750; 3.924560e-002;93.85884;80.00000;20.00000;0.83144
 32.70300; 32.15750; 4.012666e-002;93.85596;80.00000;20.00000;0.83142
 32.77600; 32.16750; 3.995176e-002;93.85596;80.00000;20.00000;0.83140
 32.84400; 32.17750; 3.960078e-002;93.85692;80.00000;20.00000;0.83138
 32.92500; 32.18750; 3.986600e-002;93.86460;80.00000;20.00000;0.83135
 32.98800; 32.19750; 4.101103e-002;93.86939;80.00000;20.00000;0.83133
 33.08100; 32.20750; 4.154053e-002;93.87035;80.00000;20.00000;0.83130
 33.14600; 32.21750; 4.259768e-002;93.87131;80.00000;20.00000;0.83128
 33.22300; 32.22750; 4.268694e-002;93.86939;80.00000;20.00000;0.83126
 33.29300; 32.23750; 4.383228e-002;93.87035;80.00000;20.00000;0.83124
 33.37800; 32.24750; 4.444981e-002;93.86939;80.00000;20.00000;0.83121
 33.43700; 32.25750; 4.453882e-002;93.87035;80.00000;20.00000;0.83119
 33.51000; 32.26750; 4.427598e-002;93.86747;80.00000;20.00000;0.83117
 33.59800; 32.27750; 4.515771e-002;93.86843;80.00000;20.00000;0.83114
 33.67100; 32.28750; 4.559910e-002;93.86939;80.00000;20.00000;0.83112
 33.73800; 32.29750; 4.604041e-002;93.87514;80.00000;20.00000;0.83110
 33.82400; 32.30750; 4.630601e-002;93.87898;80.00000;20.00000;0.83107
 33.90000; 32.31750; 4.648341e-002;93.87994;80.00000;20.00000;0.83105
 33.96800; 32.32750; 4.771715e-002;93.87610;80.00000;20.00000;0.83102
 34.04700; 32.33750; 4.798270e-002;93.86939;80.00000;20.00000;0.83100
 34.11600; 32.34750; 4.789591e-002;93.85692;80.00000;20.00000;0.83098
 34.19500; 32.35750; 4.886584e-002;93.85021;80.00000;20.00000;0.83095
 34.26500; 32.36750; 4.965957e-002;93.85117;80.00000;20.00000;0.83093
 34.36200; 32.37750; 5.001360e-002;93.85117;80.00000;20.00000;0.83090
 34.44500; 32.38750; 5.036739e-002;93.85021;80.00000;20.00000;0.83088
 34.50500; 32.39750; 5.080882e-002;93.84829;80.00000;20.00000;0.83086
 34.57000; 32.40750; 5.186677e-002;93.84925;80.00000;20.00000;0.83084
 34.65900; 32.41750; 5.204465e-002;93.85021;80.00000;20.00000;0.83081
 34.73900; 32.42750; 5.222235e-002;93.84542;80.00000;20.00000;0.83078
 34.81100; 32.43750; 5.266411e-002;93.84254;80.00000;20.00000;0.83076
 34.89400; 32.44750; 5.328226e-002;93.84350;80.00000;20.00000;0.83073
 34.96800; 32.45750; 5.398833e-002;93.84733;80.00000;20.00000;0.83071
 35.04800; 32.46750; 5.451841e-002;93.84829;80.00000;20.00000;0.83069
 35.12200; 32.47750; 5.496033e-002;93.84638;80.00000;20.00000;0.83066
 35.20200; 32.48750; 5.522624e-002;93.84638;80.00000;20.00000;0.83064
 35.27900; 32.49750; 5.549210e-002;93.83391;80.00000;20.00000;0.83061
 35.34800; 32.50750; 5.584589e-002;93.82815;80.00000;20.00000;0.83059
 35.44000; 32.51750; 5.628828e-002;93.83007;80.00000;20.00000;0.83056
 35.51100; 32.52750; 5.673025e-002;93.83391;80.00000;20.00000;0.83054
 35.60300; 32.53750; 5.682032e-002;93.83295;80.00000;20.00000;0.83051
 35.67400; 32.54750; 5.699804e-002;93.83103;80.00000;20.00000;0.83049
 35.76200; 32.55750; 5.823333e-002;93.83103;80.00000;20.00000;0.83046
 35.82600; 32.56750; 5.832285e-002;93.83103;80.00000;20.00000;0.83044
 35.91000; 32.57750; 5.850093e-002;93.83583;80.00000;20.00000;0.83041
 35.98800; 32.58750; 5.920751e-002;93.83679;80.00000;20.00000;0.83039
 36.07100; 32.59750; 5.885694e-002;93.83870;80.00000;20.00000;0.83036
 36.14600; 32.60750; 5.894673e-002;93.83679;80.00000;20.00000;0.83034
 36.21400; 32.61750; 5.894825e-002;93.83391;80.00000;20.00000;0.83032
 36.29100; 32.62750; 6.000738e-002;93.83199;80.00000;20.00000;0.83029
 36.38500; 32.63750; 6.027389e-002;93.83007;80.00000;20.00000;0.83026
 36.46900; 32.64750; 6.133329e-002;93.83007;80.00000;20.00000;0.83024
 36.53500; 32.65750; 6.168733e-002;93.82911;80.00000;20.00000;0.83022
 36.61500; 32.66750; 6.212984e-002;93.83007;80.00000;20.00000;0.83019
 36.69800; 32.67750; 6.221994e-002;93.82911;80.00000;20.00000;0.83016
 36.77100; 32.68750; 6.283860e-002;93.82911;80.00000;20.00000;0.83014
 36.86000; 32.69750; 6.301700e-002;93.82815;80.00000;20.00000;0.83011
 36.93900; 32.70750; 6.372401e-002;93.82624;80.00000;20.00000;0.83009
 37.01800; 32.71750; 6.399035e-002;93.82624;80.00000;20.00000;0.83006
 37.09200; 32.72750; 6.408030e-002;93.82528;80.00000;20.00000;0.83004
 37.17700; 32.73750; 6.408238e-002;93.82432;80.00000;20.00000;0.83001
 37.27100; 32.74750; 6.434913e-002;93.82048;80.00000;20.00000;0.82998
 37.34200; 32.75750; 6.408641e-002;93.81761;80.00000;20.00000;0.82996
 37.42400; 32.76750; 6.496997e-002;93.81377;80.00000;20.00000;0.82993
 37.51200; 32.77750; 6.620636e-002;93.81377;80.00000;20.00000;0.82991
 37.59000; 32.78750; 6.656098e-002;93.81377;80.00000;20.00000;0.82988
 37.67200; 32.79750; 6.673938e-002;93.81281;80.00000;20.00000;0.82986
 37.75000; 32.80750; 6.647689e-002;93.81089;80.00000;20.00000;0.82983
 37.83200; 32.81750; 6.683164e-002;93.80898;80.00000;20.00000;0.82981
 37.90900; 32.82750; 6.806800e-002;93.80514;80.00000;20.00000;0.82978
 38.00100; 32.83750; 6.745318e-002;93.80514;80.00000;20.00000;0.82975
 38.09500; 32.84750; 6.798467e-002;93.80418;80.00000;20.00000;0.82972
 38.16100; 32.85750; 6.816274e-002;93.80226;80.00000;20.00000;0.82970
 38.24900; 32.86750; 6.842959e-002;93.80035;80.00000;20.00000;0.82967
 38.32500; 32.87750; 6.825523e-002;93.79747;80.00000;20.00000;0.82965
 38.41300; 32.88750; 6.808115e-002;93.79459;80.00000;20.00000;0.82962
 38.49700; 32.89750; 6.843611e-002;93.79171;80.00000;20.00000;0.82959
 38.58200; 32.90750; 6.852654e-002;93.78788;80.00000;20.00000;0.82957
 38.68100; 32.91750; 6.932291e-002;93.78596;80.00000;20.00000;0.82954
 38.75000; 32.92750; 6.976575e-002;93.78500;80.00000;20.00000;0.82951
 38.83300; 32.93750; 7.003257e-002;93.78500;80.00000;20.00000;0.82949
 38.90500; 32.94750; 7.021092e-002;93.78308;80.00000;20.00000;0.82946
 38.99700; 32.95750; 7.047802e-002;93.78308;80.00000;20.00000;0.82943
 39.08200; 32.96750; 7.162706e-002;93.78308;80.00000;20.00000;0.82941
 39.16200; 32.97750; 7.162926e-002;93.78213;80.00000;20.00000;0.82938
 39.25400; 32.98750; 7.101428e-002;93.78117;80.00000;20.00000;0.82935
 39.33800; 32.99750; 7.145766e-002;93.78021;80.00000;20.00000;0.82933
 39.41500; 33.00750; 7.154800e-002;93.77925;80.00000;20.00000;0.82930
 39.50900; 33.01750; 7.181526e-002;93.77829;80.00000;20.00000;0.82927
 39.59300; 33.02750; 7.225873e-002;93.77637;80.00000;20.00000;0.82924
 39.67200; 33.03750; 7.252561e-002;93.77445;80.00000;20.00000;0.82922
 39.75300; 33.04750; 7.288081e-002;93.77254;80.00000;20.00000;0.82919
 39.84400; 33.05750; 7.332455e-002;93.76966;80.00000;20.00000;0.82916
 39.93200; 33.06750; 7.367999e-002;93.76295;80.00000;20.00000;0.82914
 40.00900; 33.07750; 7.341745e-002;93.75911;80.00000;20.00000;0.82911
