#EXPORTTYPE:DATA ALL
#FILE:75wt20hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:75wt20hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:18.03.2021 06:51
#CORR. FILE:correction 20kmin.ngb-bs3
#TEMPCAL:2021 CAL T 20KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 20KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:75wt20hr
#SAMPLE MASS /mg:10.3628
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:139.1255
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/20,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/20,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 25.25200; 0.00000;       0.20190;100.00000;80.00000;20.00000;0.80440;1
 25.28600; 0.05000;       0.20978; 99.95561;80.00000;20.00000;0.80440;1
 25.29300; 0.10000;       0.21509; 99.93052;80.00000;20.00000;0.80439;1
 25.30800; 0.15000;       0.22030; 99.90543;80.00000;20.00000;0.80439;1
 25.31800; 0.20000;       0.22360; 99.87938;80.00000;20.00000;0.80439;1
 25.35600; 0.25000;       0.22818; 99.86008;80.00000;20.00000;0.80438;1
 25.37100; 0.30000;       0.23166; 99.82727;80.00000;20.00000;0.80438;1
 25.37400; 0.35000;       0.23459; 99.80025;80.00000;20.00000;0.80438;1
 25.39900; 0.40000;       0.23669; 99.77419;80.00000;20.00000;0.80437;1
 25.41400; 0.45000;       0.23862; 99.74524;80.00000;20.00000;0.80437;1
 25.42500; 0.50000;       0.23898; 99.72015;80.00000;20.00000;0.80437;1
 25.43700; 0.55000;       0.23926; 99.68927;80.00000;20.00000;0.80437;1
 25.45500; 0.60000;       0.23889; 99.65260;80.00000;20.00000;0.80436;1
 25.46400; 0.65000;       0.23816; 99.61883;80.00000;20.00000;0.80436;1
 25.46600; 0.70000;       0.23807; 99.58505;80.00000;20.00000;0.80436;1
 25.48900; 0.75000;       0.23734; 99.56961;80.00000;20.00000;0.80436;1
 25.49600; 0.80000;       0.23532; 99.54838;80.00000;20.00000;0.80436;1
 25.51200; 0.85000;       0.23441; 99.52522;80.00000;20.00000;0.80435;1
 25.50400; 0.90000;       0.23221; 99.49145;80.00000;20.00000;0.80435;1
 25.51800; 0.95000;       0.23057; 99.45478;80.00000;20.00000;0.80435;1
 25.53500; 1.00000;       0.22819; 99.42680;80.00000;20.00000;0.80435;1
 25.55700; 1.05000;       0.22627; 99.40557;80.00000;20.00000;0.80434;1
 25.55100; 1.10000;       0.22425; 99.37758;80.00000;20.00000;0.80434;1
 25.56000; 1.15000;       0.22132; 99.36793;80.00000;20.00000;0.80434;1
 25.56200; 1.20000;       0.21940; 99.33995;80.00000;20.00000;0.80434;1
 25.58900; 1.25000;       0.21620; 99.32161;80.00000;20.00000;0.80434;1
 25.58200; 1.30000;       0.21354; 99.30135;80.00000;20.00000;0.80434;1
 25.58000; 1.35000;       0.21226; 99.28301;80.00000;20.00000;0.80434;1
 25.57600; 1.40000;       0.20897; 99.26178;80.00000;20.00000;0.80434;1
 25.60100; 1.45000;       0.20714; 99.23283;80.00000;20.00000;0.80434;1
 25.60000; 1.50000;       0.20448; 99.20388;80.00000;20.00000;0.80434;1
 25.61200; 1.55000;       0.20174; 99.18651;80.00000;20.00000;0.80433;1
 25.60800; 1.60000;       0.19963; 99.16528;80.00000;20.00000;0.80433;1
 25.62400; 1.65000;       0.19689; 99.14502;80.00000;20.00000;0.80433;1
