#EXPORTTYPE:DATA ALL
#FILE:25wt10hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:25wt10hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:17.03.2021 00:51
#CORR. FILE:correction 10kmin.ngb-bs3
#TEMPCAL:2021 CAL T 10KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 10KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:25wt10hr
#SAMPLE MASS /mg:9.9959
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:139.2820
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/10,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/10,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 26.03300;  0.00000;       0.28086;100.00000;80.00000;20.00000;0.83348;1
 26.05100;  0.05000;       0.29084; 99.94498;80.00000;20.00000;0.83348;1
 26.06200;  0.10000;       0.30036; 99.90696;80.00000;20.00000;0.83348;1
 26.09100;  0.15000;       0.31008; 99.84894;80.00000;20.00000;0.83347;1
 26.10300;  0.20000;       0.31850; 99.80992;80.00000;20.00000;0.83346;1
 26.11400;  0.25000;       0.32537; 99.75890;80.00000;20.00000;0.83346;1
 26.12900;  0.30000;       0.33187; 99.69788;80.00000;20.00000;0.83346;1
 26.15500;  0.35000;       0.33701; 99.65386;80.00000;20.00000;0.83345;1
 26.14600;  0.40000;       0.34131; 99.62084;80.00000;20.00000;0.83345;1
 26.16300;  0.45000;       0.34406; 99.57883;80.00000;20.00000;0.83344;1
 26.16700;  0.50000;       0.34662; 99.53681;80.00000;20.00000;0.83344;1
 26.18900;  0.55000;       0.34855; 99.49779;80.00000;20.00000;0.83344;1
 26.18200;  0.60000;       0.34901; 99.45778;80.00000;20.00000;0.83344;1
 26.19300;  0.65000;       0.34855; 99.41476;80.00000;20.00000;0.83344;1
 26.21400;  0.70000;       0.34983; 99.39775;80.00000;20.00000;0.83343;1
 26.21300;  0.75000;       0.34855; 99.36074;80.00000;20.00000;0.83343;1
 26.20400;  0.80000;       0.34745; 99.33973;80.00000;20.00000;0.83343;1
 26.24200;  0.85000;       0.34608; 99.29971;80.00000;20.00000;0.83342;1
 26.22500;  0.90000;       0.34407; 99.26670;80.00000;20.00000;0.83343;1
 26.24300;  0.95000;       0.34224; 99.22468;80.00000;20.00000;0.83342;1
 26.25900;  1.00000;       0.33940; 99.19667;80.00000;20.00000;0.83342;1
 26.26800;  1.05000;       0.33739; 99.15365;80.00000;20.00000;0.83341;1
 26.26600;  1.10000;       0.33354; 99.12764;80.00000;20.00000;0.83341;1
 26.25100;  1.15000;       0.33161; 99.07862;80.00000;20.00000;0.83342;1
 26.25500;  1.20000;       0.32823; 99.04761;80.00000;20.00000;0.83342;1
 26.27100;  1.25000;       0.32466; 99.00659;80.00000;20.00000;0.83341;1
 26.27400;  1.30000;       0.32154; 98.97158;80.00000;20.00000;0.83341;1
 26.27300;  1.35000;       0.31962; 98.94157;80.00000;20.00000;0.83341;1
 26.28500;  1.40000;       0.31532; 98.90255;80.00000;20.00000;0.83341;1
 26.28600;  1.45000;       0.31321; 98.86954;80.00000;20.00000;0.83341;1
 26.29700;  1.50000;       0.30955; 98.83152;80.00000;20.00000;0.83340;1
 26.30300;  1.55000;       0.30625; 98.79050;80.00000;20.00000;0.83340;1
 26.29800;  1.60000;       0.30424; 98.74348;80.00000;20.00000;0.83340;1
 26.31000;  1.65000;       0.30030; 98.71947;80.00000;20.00000;0.83340;1
 26.31400;  1.70000;       0.29710; 98.68646;80.00000;20.00000;0.83340;1
 26.30400;  1.75000;       0.29297; 98.64745;80.00000;20.00000;0.83340;1
 26.30900;  1.80000;       0.29004; 98.61643;80.00000;20.00000;0.83340;1
