#EXPORTTYPE:DATA ALL
#FILE:25wt15hr.ngb-ds3
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:25wt15hr
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F3
#PROJECT:copyrolysis
#DATE/TIME:17.03.2021 03:54
#CORR. FILE:correction 15kmin.ngb-bs3
#TEMPCAL:2021 CAL T 15KMIN .ngb-ts3
#SENSITIVITY:2021 CAL s 15KMIN REVISAR.ngb-ts3.ngb-es3
#LABORATORY:UNA - FCQ - AI
#OPERATOR:AD
#REMARK:
#SAMPLE:25wt15hr
#SAMPLE MASS /mg:10.1916
#MATERIAL:EMPTY
#REFERENCE:Empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:139.2700
#REFERENCE CRUCIBLE MASS /mg:140.87
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:25°C/00:00/25°C/15,0(K/min)/800°C/
#SEGMENT:S1-2/2
#SEG. 1:25°C/00:30/25°C
#SEG. 2:25°C/15,0(K/min)/800°C

##Temp./°C;Time/min;DSC/(mW/mg);Mass/%;Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 26.37800; 0.00000;       0.26621;100.00000;80.00000;20.00000;0.83432;1
 26.37000; 0.05000;       0.27644; 99.95192;80.00000;20.00000;0.83432;1
 26.39700; 0.10000;       0.28578; 99.91954;80.00000;20.00000;0.83432;1
 26.41800; 0.15000;       0.29637; 99.87931;80.00000;20.00000;0.83431;1
 26.43300; 0.20000;       0.30382; 99.82535;80.00000;20.00000;0.83430;1
 26.46300; 0.25000;       0.31064; 99.78904;80.00000;20.00000;0.83429;1
 26.47700; 0.30000;       0.31773; 99.74391;80.00000;20.00000;0.83429;1
 26.48700; 0.35000;       0.32365; 99.70073;80.00000;20.00000;0.83428;1
 26.50600; 0.40000;       0.32733; 99.67228;80.00000;20.00000;0.83428;1
 26.52300; 0.45000;       0.33120; 99.63107;80.00000;20.00000;0.83427;1
 26.53600; 0.50000;       0.33398; 99.58103;80.00000;20.00000;0.83427;1
 26.53900; 0.55000;       0.33631; 99.53295;80.00000;20.00000;0.83427;1
 26.54700; 0.60000;       0.33721; 99.49468;80.00000;20.00000;0.83426;1
 26.57000; 0.65000;       0.33793; 99.44955;80.00000;20.00000;0.83426;1
 26.56900; 0.70000;       0.33892; 99.40834;80.00000;20.00000;0.83426;1
 26.58000; 0.75000;       0.33748; 99.36026;80.00000;20.00000;0.83425;1
 26.60600; 0.80000;       0.33767; 99.32395;80.00000;20.00000;0.83424;1
 26.60500; 0.85000;       0.33623; 99.29157;80.00000;20.00000;0.83424;1
 26.60900; 0.90000;       0.33533; 99.25134;80.00000;20.00000;0.83424;1
 26.62700; 0.95000;       0.33372; 99.20621;80.00000;20.00000;0.83424;1
 26.62100; 1.00000;       0.33058; 99.17481;80.00000;20.00000;0.83424;1
 26.62300; 1.05000;       0.32888; 99.13949;80.00000;20.00000;0.83424;1
 26.62000; 1.10000;       0.32618; 99.09043;80.00000;20.00000;0.83424;1
 26.65900; 1.15000;       0.32520; 99.06982;80.00000;20.00000;0.83423;1
 26.66400; 1.20000;       0.32233; 99.04039;80.00000;20.00000;0.83422;1
 26.66600; 1.25000;       0.32000; 98.99918;80.00000;20.00000;0.83422;1
 26.68200; 1.30000;       0.31749; 98.96091;80.00000;20.00000;0.83422;1
 26.67900; 1.35000;       0.31435; 98.92951;80.00000;20.00000;0.83422;1
 26.68900; 1.40000;       0.31166; 98.89124;80.00000;20.00000;0.83422;1
 26.68200; 1.45000;       0.30842; 98.86377;80.00000;20.00000;0.83422;1
 26.69700; 1.50000;       0.30672; 98.83139;80.00000;20.00000;0.83421;1
 26.69400; 1.55000;       0.30448; 98.80686;80.00000;20.00000;0.83421;1
 26.69700; 1.60000;       0.30143; 98.77546;80.00000;20.00000;0.83421;1
 26.71800; 1.65000;       0.29883; 98.74308;80.00000;20.00000;0.83421;1
 26.70400; 1.70000;       0.29595; 98.71463;80.00000;20.00000;0.83421;1
 26.72500; 1.75000;       0.29326; 98.68519;80.00000;20.00000;0.83420;1
 26.72300; 1.80000;       0.29075; 98.65379;80.00000;20.00000;0.83420;1
 26.72900; 1.85000;       0.28734; 98.62239;80.00000;20.00000;0.83420;1
 26.72100; 1.90000;       0.28573; 98.58805;80.00000;20.00000;0.83420;1
 26.75800; 1.95000;       0.28402; 98.55469;80.00000;20.00000;0.83419;1
 26.76700; 2.00000;       0.28026; 98.53507;80.00000;20.00000;0.83419;1
 26.75600; 2.05000;       0.27846; 98.50465;80.00000;20.00000;0.83419;1
 26.75300; 2.10000;       0.27640; 98.47423;80.00000;20.00000;0.83419;1
 26.74800; 2.15000;       0.27254; 98.44676;80.00000;20.00000;0.83420;1
 26.76300; 2.20000;       0.27101; 98.40653;80.00000;20.00000;0.83419;1
 26.75100; 2.25000;       0.26778; 98.38102;80.00000;20.00000;0.83419;1
 26.76000; 2.30000;       0.26590; 98.34962;80.00000;20.00000;0.83419;1
 26.75900; 2.35000;       0.26321; 98.31724;80.00000;20.00000;0.83419;1
 26.75900; 2.40000;       0.26015; 98.29173;80.00000;20.00000;0.83419;1
 26.75500; 2.45000;       0.25863; 98.25641;80.00000;20.00000;0.83419;1
 26.78000; 2.50000;       0.25522; 98.22795;80.00000;20.00000;0.83418;1
 26.77700; 2.55000;       0.25307; 98.19754;80.00000;20.00000;0.83419;1
 26.76100; 2.60000;       0.25154; 98.16319;80.00000;20.00000;0.83419;1
 26.77500; 2.65000;       0.24948; 98.13081;80.00000;20.00000;0.83419;1
 26.76700; 2.70000;       0.24669; 98.10825;80.00000;20.00000;0.83419;1
 26.77400; 2.75000;       0.24427; 98.07587;80.00000;20.00000;0.83419;1
 26.77200; 2.80000;       0.24185; 98.05428;80.00000;20.00000;0.83419;1
